gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3
('cosa_cosa_PRON', 'stava_stare_AUX', 'succedendo_succedere_VERB')	23	cosa stava succedendo	cosa	stava	succedendo	cosa	stare	succedere	PRON	AUX	VERB
('si_si_PRON', 'è_essere_AUX', 'già_già_ADV')	23	si è già	si	è	già	si	essere	già	PRON	AUX	ADV
('hanno_avere_AUX', 'provato_provare_VERB', 'a_a_ADP')	23	ha	hanno	provato	a	avere	provare	a	AUX	VERB	ADP
('era_essere_AUX', 'pronto_pronto_ADJ', 'ad_a_ADP')	23	era pronto ad	era	pronto	ad	essere	pronto	a	AUX	ADJ	ADP
('ha_avere_AUX', 'mandato_mandare_VERB', 'un_uno_DET')	23	ha mandato un	ha	mandato	un	avere	mandare	uno	AUX	VERB	DET
('un_uno_DET', 'messaggio_messaggio_NOUN', 'a_a_ADP')	23		un	messaggio	a	uno	messaggio	a	DET	NOUN	ADP
('di_di_ADP', 'cui_cui_PRON', 'ho_avere_VERB')	23	di cui ho	di	cui	ho	di	cui	avere	ADP	PRON	VERB
('cui_cui_PRON', 'ho_avere_VERB', 'bisogno_bisogno_NOUN')	23	cui ho bisogno	cui	ho	bisogno	cui	avere	bisogno	PRON	VERB	NOUN
('è_essere_AUX', 'rimasto_rimanere_VERB', 'a_a_ADP')	23	è rima	è	rimasto	a	essere	rimanere	a	AUX	VERB	ADP
('noi_noi_PRON', 'speriamo_sperare_VERB', 'che_che_SCONJ')	23	noi speriamo che	noi	speriamo	che	noi	sperare	che	PRON	VERB	SCONJ
('non_non_ADV', 'saremo_essere_AUX', 'in_in_ADP')	23	non saremo in	non	saremo	in	non	essere	in	ADV	AUX	ADP
('la_il_DET', 'sua_suo_DET', 'patente_patente_NOUN')	23	la sua patente	la	sua	patente	il	suo	patente	DET	DET	NOUN
('indossando_indossare_VERB', 'il_il_DET', 'suo_suo_DET')	23	indossando il suo	indossando	il	suo	indossare	il	suo	VERB	DET	DET
('non_non_ADV', 'ha_avere_VERB', 'fame_fame_NOUN')	23	non ha fame	non	ha	fame	non	avere	fame	ADV	VERB	NOUN
('è_essere_AUX', 'un_uno_DET', 'avvocato_avvocato_NOUN')	23	è un avvocato	è	un	avvocato	essere	uno	avvocato	AUX	DET	NOUN
('si_si_PRON', 'è_essere_AUX', 'comprato_comprare_VERB')	23	si è comprato	si	è	comprato	si	essere	comprare	PRON	AUX	VERB
('mi_mi_PRON', 'ami_amare_VERB', 'ancora_ancora_ADV')	23	mi ami ancora	mi	ami	ancora	mi	amare	ancora	PRON	VERB	ADV
('appartiene_appartenere_VERB', 'a_a_ADP', 'lei_lei_PRON')	23	appartiene a lei	appartiene	a	lei	appartenere	a	lei	VERB	ADP	PRON
('ha_avere_AUX', 'accettato_accettare_VERB', 'il_il_DET')	23	ha accettato il	ha	accettato	il	avere	accettare	il	AUX	VERB	DET
('il_il_DET', 'primo_primo_ADJ', 'a_a_ADP')	23	il primo a	il	primo	a	il	primo	a	DET	ADJ	ADP
('è_essere_AUX', 'stato_essere_AUX', 'difficile_difficile_ADJ')	23	è stato difficile	è	stato	difficile	essere	essere	difficile	AUX	AUX	ADJ
('ci_ci_PRON', 'scusiamo_scusare_VERB', 'per_per_ADP')	23	ci scusiamo per	ci	scusiamo	per	ci	scusare	per	PRON	VERB	ADP
('firmato_firmare_VERB', 'il_il_DET', 'contratto_contratto_NOUN')	23	firmato il contratto	firmato	il	contratto	firmare	il	contratto	VERB	DET	NOUN
('nel_in_ADP', 'suo_suo_DET', 'paese_paese_NOUN')	23	nel suo paese	nel	suo	paese	in	suo	paese	ADP	DET	NOUN
('di_di_ADP', 'essere_essere_AUX', 'prudente_prudente_ADJ')	23	di essere prudente	di	essere	prudente	di	essere	prudente	ADP	AUX	ADJ
('è_essere_AUX', 'la_il_DET', 'lingua_lingua_NOUN')	23	è la lingua	è	la	lingua	essere	il	lingua	AUX	DET	NOUN
('vissuto_vivere_VERB', 'qui_qui_ADV', 'per_per_ADP')	23	vissuto qui per	vissuto	qui	per	vivere	qui	per	VERB	ADV	ADP
('il_il_DET', 'suo_suo_DET', 'dolore_dolore_NOUN')	23	il suo dolore	il	suo	dolore	il	suo	dolore	DET	DET	NOUN
('li_li_PRON', 'ho_avere_AUX', 'mai_mai_ADV')	23	li ho mai	li	ho	mai	li	avere	mai	PRON	AUX	ADV
('essere_essere_AUX', 'a_a_ADP', 'scuola_scuola_NOUN')	23	essere a scuola	essere	a	scuola	essere	a	scuola	AUX	ADP	NOUN
('la_il_DET', 'loro_loro_DET', 'auto_auto_NOUN')	23	la loro auto	la	loro	auto	il	loro	auto	DET	DET	NOUN
('farlo_fare_VERB', 'per_per_ADP', 'me_me_PRON')	23	farlo per me	farlo	per	me	fare	per	me	VERB	ADP	PRON
('il_il_DET', 'sapore_sapore_NOUN', 'del_di_ADP')	23	il sapore del	il	sapore	del	il	sapore	di	DET	NOUN	ADP
('come_come_ADP', 'mio_mio_DET', 'padre_padre_NOUN')	23	come mio padre	come	mio	padre	come	mio	padre	ADP	DET	NOUN
('problema_problema_NOUN', 'con_con_ADP', 'quello_quello_PRON')	23	problema con quello	problema	con	quello	problema	con	quello	NOUN	ADP	PRON
('mi_mi_PRON', 'sento_sentire_VERB', 'a_a_ADP')	23	mi sento a	mi	sento	a	mi	sentire	a	PRON	VERB	ADP
('stare_stare_VERB', 'in_in_ADP', 'piedi_piede_NOUN')	23	stare in piedi	stare	in	piedi	stare	in	piede	VERB	ADP	NOUN
('sotto_sotto_ADP', 'il_il_DET', 'suo_suo_DET')	23	sotto il suo	sotto	il	suo	sotto	il	suo	ADP	DET	DET
('riesco_riuscire_VERB', 'a_a_ADP', 'vivere_vivere_VERB')	23	riesco a vivere	riesco	a	vivere	riuscire	a	vivere	VERB	ADP	VERB
('beve_bere_VERB', 'il_il_DET', 'caffè_caffè_NOUN')	23	beve il caffè	beve	il	caffè	bere	il	caffè	VERB	DET	NOUN
('il_il_DET', 'mio_mio_DET', 'successo_successo_NOUN')	23	il mio successo	il	mio	successo	il	mio	successo	DET	DET	NOUN
('la_il_DET', 'sua_suo_DET', 'lezione_lezione_NOUN')	23	la sua lezione	la	sua	lezione	il	suo	lezione	DET	DET	NOUN
('cosa_cosa_PRON', 'vi_vi_PRON', 'fa_fare_VERB')	23	cosa vi fa	cosa	vi	fa	cosa	vi	fare	PRON	PRON	VERB
('comprare_comprare_VERB', 'una_uno_DET', 'casa_casa_NOUN')	23	comprare una casa	comprare	una	casa	comprare	uno	casa	VERB	DET	NOUN
('che_che_PRON', 'le_le_PRON', 'ho_avere_AUX')	23	che le ho	che	le	ho	che	le	avere	PRON	PRON	AUX
('stare_stare_VERB', 'qui_qui_ADV', 'con_con_ADP')	23	stare qui con	stare	qui	con	stare	qui	con	VERB	ADV	ADP
('a_a_ADP', 'vedere_vedere_VERB', 'se_se_SCONJ')	23	ada a vedere se	a	vedere	se	a	vedere	se	ADP	VERB	SCONJ
('un_uno_DET', 'altro_altro_ADJ', 'pianeta_pianeta_NOUN')	23	un altro pianeta	un	altro	pianeta	uno	altro	pianeta	DET	ADJ	NOUN
('non_non_ADV', 'voglio_volere_AUX', 'sembrare_sembrare_VERB')	23	non voglio sembrare	non	voglio	sembrare	non	volere	sembrare	ADV	AUX	VERB
('ti_ti_PRON', 'ha_avere_AUX', 'dato_dare_VERB')	23	ti ha dato	ti	ha	dato	ti	avere	dare	PRON	AUX	VERB
('piacciono_piacere_VERB', 'le_il_DET', 'mie_mio_DET')	23	piacciono le mie	piacciono	le	mie	piacere	il	mio	VERB	DET	DET
('il_il_DET', 'berbero_berbero_NOUN', 'a_a_ADP')	23		il	berbero	a	il	berbero	a	DET	NOUN	ADP
('riesco_riuscire_VERB', 'a_a_ADP', 'ricordare_ricordare_VERB')	23	riesco a ricordare	riesco	a	ricordare	riuscire	a	ricordare	VERB	ADP	VERB
('in_in_ADP', 'prestito_prestito_NOUN', 'del_di_ADP')	23	in prestito del	in	prestito	del	in	prestito	di	ADP	NOUN	ADP
('prestito_prestito_NOUN', 'del_di_ADP', 'denaro_denaro_NOUN')	23	prestito del denaro	prestito	del	denaro	prestito	di	denaro	NOUN	ADP	NOUN
('il_il_DET', 'nostro_nostro_DET', 'piano_piano_NOUN')	23	il nostro piano	il	nostro	piano	il	nostro	piano	DET	DET	NOUN
('un_uno_DET', 'carro_carro_NOUN', 'attrezzi_attrezzo_NOUN')	23	un carro attrezzi	un	carro	attrezzi	uno	carro	attrezzo	DET	NOUN	NOUN
('le_il_DET', 'cose_cosa_NOUN', 'stanno_stare_AUX')	23	le cose stanno	le	cose	stanno	il	cosa	stare	DET	NOUN	AUX
('detto_dire_VERB', 'una_uno_DET', 'cosa_cosa_NOUN')	23	detto una cosa	detto	una	cosa	dire	uno	cosa	VERB	DET	NOUN
('dizionario_dizionario_NOUN', 'di_di_ADP', 'berbero_berbero_NOUN')	23	dizionario di berbero	dizionario	di	berbero	dizionario	di	berbero	NOUN	ADP	NOUN
('non_non_ADV', 'sono_essere_AUX', 'come_come_ADP')	23	non sono come	non	sono	come	non	essere	come	ADV	AUX	ADP
('mi_mi_PRON', 'dica_dire_VERB', 'cosa_cosa_PRON')	23	mi dica cosa	mi	dica	cosa	mi	dire	cosa	PRON	VERB	PRON
('molto_molto_ADV', 'importante_importante_ADJ', 'per_per_ADP')	23	molto importante per	molto	importante	per	molto	importante	per	ADV	ADJ	ADP
('mi_mi_PRON', 'piacerebbe_piacere_VERB', 'andare_andare_VERB')	23	mi piacerebbe andare	mi	piacerebbe	andare	mi	piacere	andare	PRON	VERB	VERB
('per_per_ADP', 'la_il_DET', 'salute_salute_NOUN')	23	per la salute	per	la	salute	per	il	salute	ADP	DET	NOUN
('è_essere_AUX', 'venuto_venire_VERB', 'alla_a_ADP')	23	è venuto alla	è	venuto	alla	essere	venire	a	AUX	VERB	ADP
('ho_avere_AUX', 'mandato_mandare_VERB', 'un_uno_DET')	23	ho mandato un	ho	mandato	un	avere	mandare	uno	AUX	VERB	DET
('noi_noi_PRON', 'non_non_ADV', 'vogliamo_volere_VERB')	23	noi non vogliamo	noi	non	vogliamo	noi	non	volere	PRON	ADV	VERB
('sono_essere_AUX', 'un_uno_DET', 'bravo_bravo_ADJ')	23	sono un bravo	sono	un	bravo	essere	uno	bravo	AUX	DET	ADJ
('ne_ne_PRON', 'pensate_pensare_VERB', 'di_di_ADP')	23	ne pensate di	ne	pensate	di	ne	pensare	di	PRON	VERB	ADP
('prendersi_prendere_VERB', 'cura_cura_NOUN', 'di_di_ADP')	23	prendersi cura di	prendersi	cura	di	prendere	cura	di	VERB	NOUN	ADP
('dovuto_dovere_AUX', 'dire_dire_VERB', 'a_a_ADP')	23		dovuto	dire	a	dovere	dire	a	AUX	VERB	ADP
('posso_potere_AUX', 'insegnarvi_insegnare_VERB', 'a_a_ADP')	23	posso insegna	posso	insegnarvi	a	potere	insegnare	a	AUX	VERB	ADP
('detto_dire_VERB', 'che_che_SCONJ', 'sarebbero_essere_AUX')	23	detto che sarebbero	detto	che	sarebbero	dire	che	essere	VERB	SCONJ	AUX
('il_il_DET', 'suo_suo_DET', 'inglese_inglese_NOUN')	23	il suo inglese	il	suo	inglese	il	suo	inglese	DET	DET	NOUN
('è_essere_AUX', 'un_uno_DET', 'luogo_luogo_NOUN')	23	è un luogo	è	un	luogo	essere	uno	luogo	AUX	DET	NOUN
('non_non_ADV', 'sapeva_sapere_VERB', 'cosa_cosa_PRON')	23	non sapeva cosa	non	sapeva	cosa	non	sapere	cosa	ADV	VERB	PRON
('ti_ti_PRON', 'ho_avere_AUX', 'chiesto_chiedere_VERB')	23	ti ho chiesto	ti	ho	chiesto	ti	avere	chiedere	PRON	AUX	VERB
('carte_carta_NOUN', 'di_di_ADP', 'credito_credito_NOUN')	23	carte di credito	carte	di	credito	carta	di	credito	NOUN	ADP	NOUN
('è_essere_AUX', 'una_uno_DET', 'cattiva_cattivo_ADJ')	23	è una cattiva	è	una	cattiva	essere	uno	cattivo	AUX	DET	ADJ
('io_io_PRON', 'sto_essere_AUX', 'solo_solo_ADV')	23	io sto solo	io	sto	solo	io	essere	solo	PRON	AUX	ADV
('la_il_DET', 'zuppa_zuppa_NOUN', 'di_di_ADP')	23	la zuppa di	la	zuppa	di	il	zuppa	di	DET	NOUN	ADP
('ha_avere_AUX', 'visitato_visitare_VERB', 'la_il_DET')	22	ha visitato la	ha	visitato	la	avere	visitare	il	AUX	VERB	DET
('in_in_ADP', 'prigione_prigione_NOUN', 'per_per_ADP')	22	in prigione per	in	prigione	per	in	prigione	per	ADP	NOUN	ADP
('fate_fare_VERB', 'quello_quello_PRON', 'che_che_PRON')	22	fate quello che	fate	quello	che	fare	quello	che	VERB	PRON	PRON
('è_essere_AUX', 'una_uno_DET', 'casa_casa_NOUN')	22	è una casa	è	una	casa	essere	uno	casa	AUX	DET	NOUN
('è_essere_AUX', 'sempre_sempre_ADV', 'a_a_ADP')	22	è sempre a	è	sempre	a	essere	sempre	a	AUX	ADV	ADP
('qualcuno_qualcuno_PRON', 'con_con_ADP', 'cui_cui_PRON')	22	qualcuno con cui	qualcuno	con	cui	qualcuno	con	cui	PRON	ADP	PRON
('fossi_essere_AUX', 'in_in_ADP', 'te_te_PRON')	22	fossi in te	fossi	in	te	essere	in	te	AUX	ADP	PRON
('la_il_DET', 'lingua_lingua_NOUN', 'berbera_berbero_ADJ')	22	la lingua berbera	la	lingua	berbera	il	lingua	berbero	DET	NOUN	ADJ
('abbiamo_avere_VERB', 'molto_molto_ADV', 'in_in_ADP')	22	abbiamo molto in	abbiamo	molto	in	avere	molto	in	VERB	ADV	ADP
('il_il_DET', 'fatto_fatto_NOUN', 'è_essere_VERB')	22	il fatto è	il	fatto	è	il	fatto	essere	DET	NOUN	VERB
('fatto_fatto_NOUN', 'è_essere_VERB', 'che_che_SCONJ')	22	fatto è che	fatto	è	che	fatto	essere	che	NOUN	VERB	SCONJ
('si_si_PRON', 'scordò_scordare_VERB', 'di_di_ADP')	22	si scordò di	si	scordò	di	si	scordare	di	PRON	VERB	ADP
('giuro_giurare_VERB', 'che_che_SCONJ', 'non_non_ADV')	22	giuro che non	giuro	che	non	giurare	che	non	VERB	SCONJ	ADV
('avrebbe_avere_AUX', 'dovuto_dovere_AUX', 'fare_fare_VERB')	22	avrebbe dovuto fare	avrebbe	dovuto	fare	avere	dovere	fare	AUX	AUX	VERB
('non_non_ADV', 'sono_essere_AUX', 'venuta_venire_VERB')	22	non sono venuta	non	sono	venuta	non	essere	venire	ADV	AUX	VERB
('per_per_ADP', 'quel_quello_PRON', 'che_che_PRON')	22	per quel che	per	quel	che	per	quello	che	ADP	PRON	PRON
('di_di_ADP', 'essere_essere_AUX', 'stata_essere_AUX')	22	di essere stata	di	essere	stata	di	essere	essere	ADP	AUX	AUX
('suonando_suonare_VERB', 'la_il_DET', 'chitarra_chitarra_NOUN')	22	suonando la chitarra	suonando	la	chitarra	suonare	il	chitarra	VERB	DET	NOUN
('vita_vita_NOUN', 'è_essere_AUX', 'una_uno_DET')	22	vita è una	vita	è	una	vita	essere	uno	NOUN	AUX	DET
('a_a_ADP', 'me_me_PRON', 'servono_servire_VERB')	22	a me servono	a	me	servono	a	me	servire	ADP	PRON	VERB
"('è_essere_VERB', 'un_uno_DET', ""po'_poco_PRON"")"	22	è un po'	è	un	po'	essere	uno	poco	VERB	DET	PRON
('mi_mi_PRON', 'aiuterà_aiutare_VERB', 'a_a_ADP')	22	mi a	mi	aiuterà	a	mi	aiutare	a	PRON	VERB	ADP
('non_non_ADV', 'possono_potere_AUX', 'essere_essere_AUX')	22	non possono essere	non	possono	essere	non	potere	essere	ADV	AUX	AUX
('ho_avere_AUX', 'ancora_ancora_ADV', 'visto_vedere_VERB')	22	ho ancora visto	ho	ancora	visto	avere	ancora	vedere	AUX	ADV	VERB
('i_il_DET', 'bambini_bambino_NOUN', 'non_non_ADV')	22	i bambini non	i	bambini	non	il	bambino	non	DET	NOUN	ADV
"('sono_essere_AUX', ""l'_il_DET"", 'unico_unico_ADJ')"	22	sono l'unico	sono	l'	unico	essere	il	unico	AUX	DET	ADJ
('era_essere_AUX', 'pronta_pronto_ADJ', 'ad_a_ADP')	22	era pronta ad	era	pronta	ad	essere	pronto	a	AUX	ADJ	ADP
('di_di_ADP', 'un_uno_DET', 'nuovo_nuovo_ADJ')	22	di un nuovo	di	un	nuovo	di	uno	nuovo	ADP	DET	ADJ
('si_si_PRON', 'è_essere_AUX', 'ferita_ferire_VERB')	22	si è ferita	si	è	ferita	si	essere	ferire	PRON	AUX	VERB
('che_che_SCONJ', 'mi_mi_PRON', 'sia_essere_AUX')	22	che mi sia	che	mi	sia	che	mi	essere	SCONJ	PRON	AUX
('lui_lui_PRON', 'ha_avere_VERB', 'il_il_DET')	22	lui ha il	lui	ha	il	lui	avere	il	PRON	VERB	DET
('è_essere_AUX', 'morto_morire_VERB', 'a_a_ADP')	22	è morto a	è	morto	a	essere	morire	a	AUX	VERB	ADP
('i_il_DET', 'fiori_fiore_NOUN', 'sono_essere_AUX')	22	i fiori sono	i	fiori	sono	il	fiore	essere	DET	NOUN	AUX
"(""l'_il_DET"", 'amico_amico_NOUN', 'di_di_ADP')"	22	l'amico di	l'	amico	di	il	amico	di	DET	NOUN	ADP
('perché_perché_ADV', 'pensa_pensare_VERB', 'che_che_SCONJ')	22	perché pensa che	perché	pensa	che	perché	pensare	che	ADV	VERB	SCONJ
('bravo_bravo_ADJ', 'con_con_ADP', 'i_il_DET')	22	bravo con i	bravo	con	i	bravo	con	il	ADJ	ADP	DET
('che_che_SCONJ', 'lei_lei_PRON', 'stia_essere_AUX')	22	che lei stia	che	lei	stia	che	lei	essere	SCONJ	PRON	AUX
('si_si_PRON', 'è_essere_AUX', 'versato_versare_VERB')	22	si è versato	si	è	versato	si	essere	versare	PRON	AUX	VERB
('stato_essere_AUX', 'morso_mordere_VERB', 'da_da_ADP')	22	stato morso da	stato	morso	da	essere	mordere	da	AUX	VERB	ADP
('ha_avere_AUX', 'riempito_riempire_VERB', 'il_il_DET')	22	ha riempito il	ha	riempito	il	avere	riempire	il	AUX	VERB	DET
('non_non_ADV', 'sono_essere_AUX', 'venuto_venire_VERB')	22	non sono venuto	non	sono	venuto	non	essere	venire	ADV	AUX	VERB
('del_di_ADP', 'loro_loro_DET', 'meglio_meglio_NOUN')	22	del loro meglio	del	loro	meglio	di	loro	meglio	ADP	DET	NOUN
('è_essere_AUX', 'un_uno_DET', 'gran_grande_ADJ')	22	è un gran	è	un	gran	essere	uno	grande	AUX	DET	ADJ
('posso_potere_AUX', 'avere_avere_VERB', 'il_il_DET')	22	posso avere il	posso	avere	il	potere	avere	il	AUX	VERB	DET
('il_il_DET', 'nostro_nostro_DET', 'treno_treno_NOUN')	22	il nostro treno	il	nostro	treno	il	nostro	treno	DET	DET	NOUN
('con_con_ADP', 'un_uno_DET', 'cucchiaio_cucchiaio_NOUN')	22	con un cucchiaio	con	un	cucchiaio	con	uno	cucchiaio	ADP	DET	NOUN
('si_si_PRON', 'preoccupa_preoccupare_VERB', 'per_per_ADP')	22	si preoccupa per	si	preoccupa	per	si	preoccupare	per	PRON	VERB	ADP
('pensa_pensare_VERB', 'di_di_ADP', 'riuscire_riuscire_VERB')	22	pensa di riuscire	pensa	di	riuscire	pensare	di	riuscire	VERB	ADP	VERB
('io_io_PRON', 'apprezzo_apprezzare_VERB', 'il_il_DET')	22	io apprezzo il	io	apprezzo	il	io	apprezzare	il	PRON	VERB	DET
('ha_avere_VERB', 'molti_molto_DET', 'soldi_soldo_NOUN')	22	ha molti soldi	ha	molti	soldi	avere	molto	soldo	VERB	DET	NOUN
('ha_avere_AUX', 'fatto_fare_VERB', 'tutto_tutto_DET')	22	ha fatto tutto	ha	fatto	tutto	avere	fare	tutto	AUX	VERB	DET
('un_uno_DET', 'lavoro_lavoro_NOUN', 'per_per_ADP')	22	un lavoro per	un	lavoro	per	uno	lavoro	per	DET	NOUN	ADP
('apprezzo_apprezzare_VERB', 'la_il_DET', 'sua_suo_DET')	22	apprezzo la sua	apprezzo	la	sua	apprezzare	il	suo	VERB	DET	DET
('è_essere_AUX', 'piaciuto_piacere_VERB', 'questo_questo_DET')	22	è piaciuto questo	è	piaciuto	questo	essere	piacere	questo	AUX	VERB	DET
('quello_quello_PRON', 'che_che_PRON', 'dici_dire_VERB')	22	quello che dici	quello	che	dici	quello	che	dire	PRON	PRON	VERB
('arrabbiato_arrabbiare_VERB', 'con_con_ADP', 'lui_lui_PRON')	22	arrabbiato con lui	arrabbiato	con	lui	arrabbiare	con	lui	VERB	ADP	PRON
('che_che_DET', 'cosa_cosa_PRON', 'sono_essere_AUX')	22	che cosa sono	che	cosa	sono	che	cosa	essere	DET	PRON	AUX
('si_si_PRON', 'è_essere_AUX', 'comportato_comportare_VERB')	22	si è comportato	si	è	comportato	si	essere	comportare	PRON	AUX	VERB
('nessuno_nessuno_PRON', 'di_di_ADP', 'loro_loro_PRON')	22	nessuno di loro	nessuno	di	loro	nessuno	di	loro	PRON	ADP	PRON
('essere_essere_AUX', 'il_il_DET', 'tuo_tuo_DET')	22	essere il tuo	essere	il	tuo	essere	il	tuo	AUX	DET	DET
"('non_non_ADV', ""l'_lo_PRON"", 'abbia_avere_AUX')"	22	non l'abbia	non	l'	abbia	non	lo	avere	ADV	PRON	AUX
('già_già_ADV', 'finito_finire_VERB', 'di_di_ADP')	22	già finito di	già	finito	di	già	finire	di	ADV	VERB	ADP
"('ombrello_ombrello_NOUN', ""sull'_su_ADP"", 'autobus_autobus_NOUN')"	22	ombrello sull'autobus	ombrello	sull'	autobus	ombrello	su	autobus	NOUN	ADP	NOUN
('è_essere_VERB', 'nulla_nu_ADV', 'che_che_PRON')	22	è nulla che	è	nulla	che	essere	nu	che	VERB	ADV	PRON
('volte_volta_NOUN', 'alla_a_ADP', 'settimana_settimana_NOUN')	22	volte alla settimana	volte	alla	settimana	volta	a	settimana	NOUN	ADP	NOUN
('mio_mio_DET', 'padre_padre_NOUN', 'ha_avere_AUX')	22	mio padre ha	mio	padre	ha	mio	padre	avere	DET	NOUN	AUX
('di_di_ADP', 'cosa_cosa_PRON', 'parla_parlare_VERB')	22	di cosa parla	di	cosa	parla	di	cosa	parlare	ADP	PRON	VERB
('che_che_SCONJ', 'era_essere_AUX', 'sposata_sposare_VERB')	22	che era sposata	che	era	sposata	che	essere	sposare	SCONJ	AUX	VERB
('a_a_ADP', 'casa_casa_NOUN', 'questa_questo_DET')	22	a casa questa	a	casa	questa	a	casa	questo	ADP	NOUN	DET
('perché_perché_ADV', 'si_si_PRON', 'sta_stare_AUX')	22	perché si sta	perché	si	sta	perché	si	stare	ADV	PRON	AUX
('mi_mi_PRON', 'sentivo_sentire_VERB', 'molto_molto_ADV')	22	mi sentivo molto	mi	sentivo	molto	mi	sentire	molto	PRON	VERB	ADV
('ce_ce_PRON', 'la_la_PRON', 'farà_fare_VERB')	22	ce la farà	ce	la	farà	ce	la	fare	PRON	PRON	VERB
('non_non_ADV', 'era_essere_AUX', 'pronto_pronto_ADJ')	22	non era pronto	non	era	pronto	non	essere	pronto	ADV	AUX	ADJ
('il_il_DET', 'mio_mio_DET', 'pranzo_pranzo_NOUN')	22	il mio pranzo	il	mio	pranzo	il	mio	pranzo	DET	DET	NOUN
('dire_dire_VERB', 'di_di_ADP', 'più_più_ADV')	22	dire di più	dire	di	più	dire	di	più	VERB	ADP	ADV
('posso_potere_AUX', 'vedere_vedere_VERB', 'il_il_DET')	22	posso vedere il	posso	vedere	il	potere	vedere	il	AUX	VERB	DET
('il_il_DET', 'suo_suo_DET', 'appartamento_appartamento_NOUN')	22	il suo appartamento	il	suo	appartamento	il	suo	appartamento	DET	DET	NOUN
('è_essere_AUX', 'qui_qui_ADV', 'oggi_oggi_ADV')	22	è qui oggi	è	qui	oggi	essere	qui	oggi	AUX	ADV	ADV
('che_che_SCONJ', 'io_io_PRON', 'abbia_avere_VERB')	22	che io abbia	che	io	abbia	che	io	avere	SCONJ	PRON	VERB
('costruire_costruire_VERB', 'negozi_negozio_NOUN', 'in_in_ADP')	22	costruire negozi in	costruire	negozi	in	costruire	negozio	in	VERB	NOUN	ADP
('perso_perdere_VERB', 'il_il_DET', 'controllo_controllo_NOUN')	22	perso il controllo	perso	il	controllo	perdere	il	controllo	VERB	DET	NOUN
('per_per_ADP', 'i_il_DET', 'bambini_bambino_NOUN')	22	per i bambini	per	i	bambini	per	il	bambino	ADP	DET	NOUN
('dei_di_ADP', 'suoi_suo_DET', 'studenti_studente_NOUN')	22	dei suoi studenti	dei	suoi	studenti	di	suo	studente	ADP	DET	NOUN
('il_il_DET', 'suo_suo_DET', 'autobus_autobus_NOUN')	22	il suo autobus	il	suo	autobus	il	suo	autobus	DET	DET	NOUN
"(""dov'_dove_ADV"", 'era_essere_AUX', 'la_il_DET')"	22	dov'era la	dov'	era	la	dove	essere	il	ADV	AUX	DET
('è_essere_AUX', 'il_il_DET', 'mio_mio_PRON')	22	è il mio	è	il	mio	essere	il	mio	AUX	DET	PRON
"(""l'_il_DET"", 'autobus_autobus_NOUN', 'è_essere_AUX')"	22	l'autobus è	l'	autobus	è	il	autobus	essere	DET	NOUN	AUX
"(""l'_lo_PRON"", 'ha_avere_AUX', 'appena_appena_ADV')"	22	l'ha appena	l'	ha	appena	lo	avere	appena	PRON	AUX	ADV
('il_il_DET', 'significato_significato_NOUN', 'di_di_ADP')	22	il significato di	il	significato	di	il	significato	di	DET	NOUN	ADP
('le_le_PRON', 'riesco_riuscire_VERB', 'a_a_ADP')	22	le riesco a	le	riesco	a	le	riuscire	a	PRON	VERB	ADP
('io_io_PRON', 'continuo_continuare_VERB', 'a_a_ADP')	22	io continuo a	io	continuo	a	io	continuare	a	PRON	VERB	ADP
('ha_avere_AUX', 'mandato_mandare_VERB', 'una_uno_DET')	22	ha mandato una	ha	mandato	una	avere	mandare	uno	AUX	VERB	DET
('amico_amico_NOUN', 'che_che_PRON', 'vive_vivere_VERB')	22	amico che vive	amico	che	vive	amico	che	vivere	NOUN	PRON	VERB
('la_il_DET', 'nave_nave_NOUN', 'è_essere_AUX')	22	la nave è	la	nave	è	il	nave	essere	DET	NOUN	AUX
('io_io_PRON', 'sono_essere_AUX', 'interessato_interessato_ADJ')	22	io sono interessato	io	sono	interessato	io	essere	interessato	PRON	AUX	ADJ
('è_essere_AUX', 'il_il_DET', 'benvenuto_benvenuto_NOUN')	22	è il benvenuto	è	il	benvenuto	essere	il	benvenuto	AUX	DET	NOUN
('voglia_voglia_NOUN', 'di_di_ADP', 'andare_andare_VERB')	22	voglia di andare	voglia	di	andare	voglia	di	andare	NOUN	ADP	VERB
('lasciare_lasciare_VERB', 'la_il_DET', 'stanza_stanza_NOUN')	22	lasciare la stanza	lasciare	la	stanza	lasciare	il	stanza	VERB	DET	NOUN
('spegnere_spengere_VERB', 'la_il_DET', 'luce_luce_NOUN')	22	spegnere la luce	spegnere	la	luce	spengere	il	luce	VERB	DET	NOUN
"('hai_avere_AUX', 'visto_vedere_VERB', ""l'_il_DET"")"	22	hai visto l'	hai	visto	l'	avere	vedere	il	AUX	VERB	DET
('il_il_DET', 'numero_numero_NOUN', 'sbagliato_sbagliato_ADJ')	22	il numero sbagliato	il	numero	sbagliato	il	numero	sbagliato	DET	NOUN	ADJ
('spesso_spesso_ADV', 'in_in_ADP', 'ritardo_ritardo_NOUN')	22	spesso in ritardo	spesso	in	ritardo	spesso	in	ritardo	ADV	ADP	NOUN
('ho_avere_AUX', 'fatto_fare_VERB', 'la_il_DET')	22	ho fatto la	ho	fatto	la	avere	fare	il	AUX	VERB	DET
