gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
('del_di_ADP', 'male_male_NOUN', 'a_a_ADP')	15		del	male	a	di	male	a	ADP	NOUN	ADP	
('ha_avere_AUX', 'preso_prendere_VERB', 'il_il_DET')	15	ha preso il	ha	preso	il	avere	prendere	il	AUX	VERB	DET	
('io_io_PRON', 'sono_essere_AUX', 'felice_felice_ADJ')	15	io sono felice	io	sono	felice	io	essere	felice	PRON	AUX	ADJ	
('aveva_avere_VERB', 'paura_paura_NOUN', 'di_di_ADP')	15	aveva paura di	aveva	paura	di	avere	paura	di	VERB	NOUN	ADP	
('sono_essere_AUX', 'i_il_DET', 'tuoi_tuo_DET')	15	sono i tuoi	sono	i	tuoi	essere	il	tuo	AUX	DET	DET	
('è_essere_AUX', 'stata_essere_AUX', 'la_il_DET')	15	è stata la	è	stata	la	essere	essere	il	AUX	AUX	DET	
('sta_stare_AUX', 'cercando_cercare_VERB', 'un_uno_DET')	15	sta cercando un	sta	cercando	un	stare	cercare	uno	AUX	VERB	DET	
('sto_stare_AUX', 'andando_andare_VERB', 'a_a_ADP')	15	sto a	sto	andando	a	stare	andare	a	AUX	VERB	ADP	
('penso_pensare_VERB', 'che_che_SCONJ', 'il_il_DET')	15	penso che il	penso	che	il	pensare	che	il	VERB	SCONJ	DET	
('non_non_ADV', 'va_andare_VERB', 'con_con_ADP')	15	non va con	non	va	con	non	andare	con	ADV	VERB	ADP	
('che_che_SCONJ', 'non_non_ADV', 'ha_avere_VERB')	15	che non ha	che	non	ha	che	non	avere	SCONJ	ADV	VERB	
('piace_piacere_VERB', 'il_il_DET', 'cibo_cibo_NOUN')	15	piace il cibo	piace	il	cibo	piacere	il	cibo	VERB	DET	NOUN	
('non_non_ADV', 'è_essere_AUX', 'sempre_sempre_ADV')	15	non è sempre	non	è	sempre	non	essere	sempre	ADV	AUX	ADV	
('che_che_SCONJ', 'era_essere_AUX', 'veramente_veramente_ADV')	14	che era veramente	che	era	veramente	che	essere	veramente	SCONJ	AUX	ADV	
('il_il_DET', 'treno_treno_NOUN', 'è_essere_AUX')	14	il treno è	il	treno	è	il	treno	essere	DET	NOUN	AUX	
('finito_finire_VERB', 'il_il_DET', 'suo_suo_DET')	14	finito il suo	finito	il	suo	finire	il	suo	VERB	DET	DET	
('ha_avere_AUX', 'dato_dare_VERB', 'a_a_ADP')	14	ha	ha	dato	a	avere	dare	a	AUX	VERB	ADP	
('dove_dove_ADV', 'ha_avere_AUX', 'comprato_comprare_VERB')	14	dove ha comprato	dove	ha	comprato	dove	avere	comprare	ADV	AUX	VERB	
('sei_essere_AUX', 'mai_mai_ADV', 'stato_essere_AUX')	14	sei mai stato	sei	mai	stato	essere	mai	essere	AUX	ADV	AUX	
('che_che_SCONJ', 'lo_lo_PRON', 'farà_fare_VERB')	14	che lo farà	che	lo	farà	che	lo	fare	SCONJ	PRON	VERB	
('andata_andare_VERB', 'a_a_ADP', 'scuola_scuola_NOUN')	14	andata a scuola	andata	a	scuola	andare	a	scuola	VERB	ADP	NOUN	
('giocare_giocare_VERB', 'a_a_ADP', 'calcio_calcio_NOUN')	14	giocare a calcio	giocare	a	calcio	giocare	a	calcio	VERB	ADP	NOUN	
('detto_dire_VERB', 'che_che_SCONJ', 'vuole_volere_AUX')	14	detto che vuole	detto	che	vuole	dire	che	volere	VERB	SCONJ	AUX	
"('detto_dire_VERB', 'che_che_SCONJ', ""l'_lo_PRON"")"	14	detto che l'	detto	che	l'	dire	che	lo	VERB	SCONJ	PRON	
('mio_mio_DET', 'nome_nome_NOUN', 'è_essere_AUX')	14	mio nome è	mio	nome	è	mio	nome	essere	DET	NOUN	AUX	
('sta_stare_AUX', 'indossando_indossare_VERB', 'un_uno_DET')	14	sta indossando un	sta	indossando	un	stare	indossare	uno	AUX	VERB	DET	
('a_a_ADP', 'sua_suo_DET', 'moglie_moglie_NOUN')	14	a sua moglie	a	sua	moglie	a	suo	moglie	ADP	DET	NOUN	
('è_essere_AUX', 'morto_morire_VERB', 'di_di_ADP')	14	è morto di	è	morto	di	essere	morire	di	AUX	VERB	ADP	
('andare_andare_VERB', 'con_con_ADP', 'lei_lei_PRON')	14	andare con lei	andare	con	lei	andare	con	lei	VERB	ADP	PRON	
('lei_lei_PRON', 'è_essere_AUX', 'stata_essere_AUX')	14	lei è stata	lei	è	stata	lei	essere	essere	PRON	AUX	AUX	
('mi_mi_PRON', 'sono_essere_AUX', 'sentito_sentire_VERB')	14	mi sono sentito	mi	sono	sentito	mi	essere	sentire	PRON	AUX	VERB	
('il_il_DET', 'padre_padre_NOUN', 'di_di_ADP')	14	il padre di	il	padre	di	il	padre	di	DET	NOUN	ADP	
('quello_quello_PRON', 'che_che_PRON', 'avete_avere_AUX')	14	quello che avete	quello	che	avete	quello	che	avere	PRON	PRON	AUX	
('avevo_avere_VERB', 'idea_idea_NOUN', 'che_che_SCONJ')	14	avevo idea che	avevo	idea	che	avere	idea	che	VERB	NOUN	SCONJ	
('riesco_riuscire_VERB', 'a_a_ADP', 'trovare_trovare_VERB')	14	riesco a trovare	riesco	a	trovare	riuscire	a	trovare	VERB	ADP	VERB	
('tu_tu_PRON', 'hai_avere_VERB', 'un_uno_DET')	14	tu hai un	tu	hai	un	tu	avere	uno	PRON	VERB	DET	
('io_io_PRON', 'voglio_volere_VERB', 'un_uno_DET')	14	io voglio un	io	voglio	un	io	volere	uno	PRON	VERB	DET	
('quanti_quanto_DET', 'anni_anno_NOUN', 'ha_avere_VERB')	14	quanti anni ha	quanti	anni	ha	quanto	anno	avere	DET	NOUN	VERB	
('bisogno_bisogno_NOUN', 'del_di_ADP', 'tuo_tuo_DET')	14	bisogno del tuo	bisogno	del	tuo	bisogno	di	tuo	NOUN	ADP	DET	
('le_le_PRON', 'ho_avere_AUX', 'viste_vedere_VERB')	14	le ho viste	le	ho	viste	le	avere	vedere	PRON	AUX	VERB	
('ho_avere_VERB', 'idea_idea_NOUN', 'di_di_ADP')	14	ho idea di	ho	idea	di	avere	idea	di	VERB	NOUN	ADP	
('io_io_PRON', 'non_non_ADV', 'sto_essere_AUX')	14	io non sto	io	non	sto	io	non	essere	PRON	ADV	AUX	
('del_di_ADP', 'tuo_tuo_DET', 'aiuto_aiuto_NOUN')	14	del tuo aiuto	del	tuo	aiuto	di	tuo	aiuto	ADP	DET	NOUN	
('posto_posto_NOUN', 'in_in_ADP', 'cui_cui_PRON')	14	posto in cui	posto	in	cui	posto	in	cui	NOUN	ADP	PRON	
('a_a_ADP', 'trovare_trovare_VERB', 'il_il_DET')	14	a trovare il	a	trovare	il	a	trovare	il	ADP	VERB	DET	
('dove_dove_ADV', 'li_li_PRON', 'avete_avere_AUX')	14	dove li avete	dove	li	avete	dove	li	avere	ADV	PRON	AUX	
('bisogno_bisogno_NOUN', 'di_di_ADP', 'andare_andare_VERB')	14	bisogno di andare	bisogno	di	andare	bisogno	di	andare	NOUN	ADP	VERB	
('del_di_ADP', 'mio_mio_DET', 'meglio_meglio_NOUN')	14	del mio meglio	del	mio	meglio	di	mio	meglio	ADP	DET	NOUN	
('non_non_ADV', 'ho_avere_VERB', 'niente_niente_PRON')	14	non ho niente	non	ho	niente	non	avere	niente	ADV	VERB	PRON	
('piace_piacere_VERB', 'molto_molto_ADV', 'il_il_DET')	14	piace molto il	piace	molto	il	piacere	molto	il	VERB	ADV	DET	
('salario_salario_NOUN', 'minimo_minimo_ADJ', 'in_in_ADP')	14	salario min	salario	minimo	in	salario	minimo	in	NOUN	ADJ	ADP	
('a_a_ADP', 'casa_casa_NOUN', 'ora_ora_NOUN')	14	are a casa ora	a	casa	ora	a	casa	ora	ADP	NOUN	NOUN	
"(""l'_il_DET"", 'acqua_acqua_NOUN', 'è_essere_AUX')"	14	l'acqua è	l'	acqua	è	il	acqua	essere	DET	NOUN	AUX	
('si_si_PRON', 'ricorda_ricordare_VERB', 'di_di_ADP')	14	si ricorda di	si	ricorda	di	si	ricordare	di	PRON	VERB	ADP	
('al_a_ADP', 'sicuro_sicuro_ADJ', 'qui_qui_ADV')	14	al sicuro qui	al	sicuro	qui	a	sicuro	qui	ADP	ADJ	ADV	
('che_che_SCONJ', 'se_se_PRON', 'ne_ne_PRON')	14	che se ne	che	se	ne	che	se	ne	SCONJ	PRON	PRON	
('voi_voi_PRON', 'non_non_ADV', 'siete_essere_AUX')	14	voi non siete	voi	non	siete	voi	non	essere	PRON	ADV	AUX	
('ha_avere_VERB', 'i_il_DET', 'capelli_capello_NOUN')	14	ha i capelli	ha	i	capelli	avere	il	capello	VERB	DET	NOUN	
('la_il_DET', 'vostra_vostro_DET', 'casa_casa_NOUN')	14	la vostra casa	la	vostra	casa	il	vostro	casa	DET	DET	NOUN	
('fareste_fare_VERB', 'meglio_meglio_ADV', 'a_a_ADP')	14	fa	fareste	meglio	a	fare	meglio	a	VERB	ADV	ADP	
('gioca_giocare_VERB', 'a_a_ADP', 'tennis_tennis_NOUN')	14	gioca a tennis	gioca	a	tennis	giocare	a	tennis	VERB	ADP	NOUN	
('il_il_DET', 'suo_suo_DET', 'cappello_cappello_NOUN')	14	il suo cappello	il	suo	cappello	il	suo	cappello	DET	DET	NOUN	
('non_non_ADV', 'andate_andare_VERB', 'a_a_ADP')	14	non a	non	andate	a	non	andare	a	ADV	VERB	ADP	
"(""n'_ne_PRON"", 'è_essere_AUX', 'andato_andare_VERB')"	14	n'è andato	n'	è	andato	ne	essere	andare	PRON	AUX	VERB	
('non_non_ADV', 'è_essere_AUX', 'colpa_colpa_NOUN')	14	non è colpa	non	è	colpa	non	essere	colpa	ADV	AUX	NOUN	
('tutte_tutto_DET', 'le_il_DET', 'mie_mio_DET')	14	tutte le mie	tutte	le	mie	tutto	il	mio	DET	DET	DET	
('lei_lei_PRON', 'ha_avere_AUX', 'fatto_fare_VERB')	14	lei ha fatto	lei	ha	fatto	lei	avere	fare	PRON	AUX	VERB	
"(""l'_il_DET"", 'uomo_uomo_NOUN', 'che_che_PRON')"	14	l'uomo che	l'	uomo	che	il	uomo	che	DET	NOUN	PRON	
('ci_ci_PRON', 'sono_essere_VERB', 'dei_di_ADP')	14	ci sono dei	ci	sono	dei	ci	essere	di	PRON	VERB	ADP	
('usare_usare_VERB', 'la_il_DET', 'mia_mio_DET')	14	usare la mia	usare	la	mia	usare	il	mio	VERB	DET	DET	
('perché_perché_PRON', 'non_non_ADV', 'avete_avere_AUX')	14	perché non avete	perché	non	avete	perché	non	avere	PRON	ADV	AUX	
('bisogno_bisogno_NOUN', 'del_di_ADP', 'suo_suo_DET')	14	bisogno del suo	bisogno	del	suo	bisogno	di	suo	NOUN	ADP	DET	
('mi_mi_PRON', 'sento_sentire_VERB', 'molto_molto_ADV')	14	mi sento molto	mi	sento	molto	mi	sentire	molto	PRON	VERB	ADV	
('che_che_DET', 'cosa_cosa_PRON', 'ne_ne_PRON')	14	che cosa ne	che	cosa	ne	che	cosa	ne	DET	PRON	PRON	
('avevo_avere_VERB', 'intenzione_intenzione_NOUN', 'di_di_ADP')	14	avevo intenzione di	avevo	intenzione	di	avere	intenzione	di	VERB	NOUN	ADP	
('è_essere_AUX', 'un_uno_DET', 'buon_buono_ADJ')	14	è un buon	è	un	buon	essere	uno	buono	AUX	DET	ADJ	
('perso_perdere_VERB', 'la_il_DET', 'sua_suo_DET')	14	perso la sua	perso	la	sua	perdere	il	suo	VERB	DET	DET	
('sono_essere_AUX', 'bravo_bravo_ADJ', 'a_a_ADP')	14	sono bra	sono	bravo	a	essere	bravo	a	AUX	ADJ	ADP	
('il_il_DET', 'mio_mio_DET', 'insegnante_insegnante_NOUN')	14	il mio insegnante	il	mio	insegnante	il	mio	insegnante	DET	DET	NOUN	
('ha_avere_AUX', 'rubato_rubare_VERB', 'il_il_DET')	14	ha rubato il	ha	rubato	il	avere	rubare	il	AUX	VERB	DET	
('sempre_sempre_ADV', 'a_a_ADP', 'casa_casa_NOUN')	14	sempre a casa	sempre	a	casa	sempre	a	casa	ADV	ADP	NOUN	
('lui_lui_PRON', 'non_non_ADV', 'ha_avere_AUX')	14	lui non ha	lui	non	ha	lui	non	avere	PRON	ADV	AUX	
('il_il_DET', 'suo_suo_DET', 'piano_piano_NOUN')	14	il suo piano	il	suo	piano	il	suo	piano	DET	DET	NOUN	
('leggere_leggere_VERB', 'il_il_DET', 'libro_libro_NOUN')	14	leggere il libro	leggere	il	libro	leggere	il	libro	VERB	DET	NOUN	
('che_che_DET', 'cosa_cosa_PRON', 'sta_stare_AUX')	14	che cosa sta	che	cosa	sta	che	cosa	stare	DET	PRON	AUX	
('che_che_SCONJ', 'era_essere_AUX', 'davvero_davvero_ADV')	14	che era davvero	che	era	davvero	che	essere	davvero	SCONJ	AUX	ADV	
('non_non_ADV', 'ci_ci_PRON', 'siamo_essere_AUX')	14	non ci siamo	non	ci	siamo	non	ci	essere	ADV	PRON	AUX	
('lui_lui_PRON', 'è_essere_AUX', 'andato_andare_VERB')	14	lui è andato	lui	è	andato	lui	essere	andare	PRON	AUX	VERB	
('te_te_PRON', 'piace_piacere_VERB', 'il_il_DET')	14	te piace il	te	piace	il	te	piacere	il	PRON	VERB	DET	
('troppo_troppo_ADV', 'giovane_giovane_ADJ', 'per_per_ADP')	14	troppo giovane per	troppo	giovane	per	troppo	giovane	per	ADV	ADJ	ADP	
('non_non_ADV', 'so_sapere_VERB', 'se_se_SCONJ')	14	non so se	non	so	se	non	sapere	se	ADV	VERB	SCONJ	
('ad_a_ADP', 'andare_andare_VERB', 'in_in_ADP')	14	ad andare in	ad	andare	in	a	andare	in	ADP	VERB	ADP	
('lui_lui_PRON', 'non_non_ADV', 'ha_avere_VERB')	14	lui non ha	lui	non	ha	lui	non	avere	PRON	ADV	VERB	
"(""l'_il_DET"", 'ultimo_ultimo_ADJ', 'treno_treno_NOUN')"	14	l'ultimo treno	l'	ultimo	treno	il	ultimo	treno	DET	ADJ	NOUN	
('ha_avere_AUX', 'fatto_fare_VERB', 'del_di_ADP')	14	ha fatto del	ha	fatto	del	avere	fare	di	AUX	VERB	ADP	
('aveva_avere_VERB', 'intenzione_intenzione_NOUN', 'di_di_ADP')	14	aveva intenzione di	aveva	intenzione	di	avere	intenzione	di	VERB	NOUN	ADP	
('è_essere_AUX', 'andato_andare_VERB', 'alla_a_ADP')	14	è andato alla	è	andato	alla	essere	andare	a	AUX	VERB	ADP	
('la_il_DET', 'mia_mio_DET', 'opinione_opinione_NOUN')	14	la mia opinione	la	mia	opinione	il	mio	opinione	DET	DET	NOUN	
('il_il_DET', 'nostro_nostro_DET', 'insegnante_insegnante_NOUN')	14	il nostro insegnante	il	nostro	insegnante	il	nostro	insegnante	DET	DET	NOUN	
('che_che_SCONJ', 'sarebbe_essere_AUX', 'stata_essere_AUX')	14	che sarebbe stata	che	sarebbe	stata	che	essere	essere	SCONJ	AUX	AUX	
('il_il_DET', 'libro_libro_NOUN', 'è_essere_AUX')	14	il libro è	il	libro	è	il	libro	essere	DET	NOUN	AUX	
('dire_dire_VERB', 'di_di_ADP', 'no_no_INTJ')	14	dire di no	dire	di	no	dire	di	no	VERB	ADP	INTJ	
('gli_gli_PRON', 'dica_dire_VERB', 'che_che_SCONJ')	14	gli dica che	gli	dica	che	gli	dire	che	PRON	VERB	SCONJ	
('rotto_rompere_VERB', 'la_il_DET', 'finestra_finestra_NOUN')	14	rotto la finestra	rotto	la	finestra	rompere	il	finestra	VERB	DET	NOUN	
('il_il_DET', 'mio_mio_DET', 'ombrello_ombrello_NOUN')	14	il mio ombrello	il	mio	ombrello	il	mio	ombrello	DET	DET	NOUN	
('a_a_ADP', 'quello_quello_PRON', 'che_che_PRON')	14	a quello che	a	quello	che	a	quello	che	ADP	PRON	PRON	
('tornare_tornare_VERB', 'a_a_ADP', 'casa_casa_NOUN')	14	tornare a casa	tornare	a	casa	tornare	a	casa	VERB	ADP	NOUN	
('ho_avere_AUX', 'mai_mai_ADV', 'vista_vedere_VERB')	14	ho mai vista	ho	mai	vista	avere	mai	vedere	AUX	ADV	VERB	
('per_per_ADP', 'la_il_DET', 'prima_primo_ADJ')	14	per la prima	per	la	prima	per	il	primo	ADP	DET	ADJ	
('il_il_DET', 'prima_primo_ADJ', 'possibile_possibile_ADJ')	14	il prima possibile	il	prima	possibile	il	primo	possibile	DET	ADJ	ADJ	
('detto_dire_VERB', 'che_che_SCONJ', 'avrebbe_avere_AUX')	14	detto che avrebbe	detto	che	avrebbe	dire	che	avere	VERB	SCONJ	AUX	
('noi_noi_PRON', 'ci_ci_PRON', 'siamo_essere_AUX')	14	noi ci siamo	noi	ci	siamo	noi	ci	essere	PRON	PRON	AUX	
('il_il_DET', 'tuo_tuo_DET', 'aiuto_aiuto_NOUN')	14	il tuo aiuto	il	tuo	aiuto	il	tuo	aiuto	DET	DET	NOUN	
('che_che_SCONJ', 'le_le_PRON', 'piaceva_piacere_VERB')	14	che le piaceva	che	le	piaceva	che	le	piacere	SCONJ	PRON	VERB	
('ti_ti_PRON', 'ha_avere_AUX', 'detto_dire_VERB')	14	ti ha detto	ti	ha	detto	ti	avere	dire	PRON	AUX	VERB	
('a_a_ADP', 'smettere_smettere_VERB', 'di_di_ADP')	14	a smettere di	a	smettere	di	a	smettere	di	ADP	VERB	ADP	
"(""l'_lo_PRON"", 'ha_avere_AUX', 'visto_vedere_VERB')"	14	l'ha visto	l'	ha	visto	lo	avere	vedere	PRON	AUX	VERB	
('a_a_ADP', 'suonare_suonare_VERB', 'il_il_DET')	14	arare a suonare il	a	suonare	il	a	suonare	il	ADP	VERB	DET	
"(""l'_il_DET"", 'auto_auto_NOUN', 'di_di_ADP')"	14	l'auto di	l'	auto	di	il	auto	di	DET	NOUN	ADP	
('che_che_SCONJ', 'non_non_ADV', 'avevano_avere_VERB')	14	che non avevano	che	non	avevano	che	non	avere	SCONJ	ADV	VERB	
('giocare_giocare_VERB', 'a_a_ADP', 'golf_golf_NOUN')	14	giocare a golf	giocare	a	golf	giocare	a	golf	VERB	ADP	NOUN	
('scuola_scuola_NOUN', 'a_a_ADP', 'piedi_piede_NOUN')	14	scuola a piedi	scuola	a	piedi	scuola	a	piede	NOUN	ADP	NOUN	
('per_per_ADP', 'la_il_DET', 'vostra_vostro_DET')	14	per la vostra	per	la	vostra	per	il	vostro	ADP	DET	DET	
('imparare_imparare_VERB', 'a_a_ADP', 'suonare_suonare_VERB')	13	imparare a suonare	imparare	a	suonare	imparare	a	suonare	VERB	ADP	VERB	
('il_il_DET', 'loro_loro_DET', 'cane_cane_NOUN')	13	il loro cane	il	loro	cane	il	loro	cane	DET	DET	NOUN	
('la_il_DET', 'capitale_capitale_NOUN', 'della_di_ADP')	13	la capitale della	la	capitale	della	il	capitale	di	DET	NOUN	ADP	
('lasciò_lasciare_VERB', 'il_il_DET', 'suo_suo_DET')	13	lasciò il suo	lasciò	il	suo	lasciare	il	suo	VERB	DET	DET	
('io_io_PRON', 'sono_essere_AUX', 'già_già_ADV')	13	io sono già	io	sono	già	io	essere	già	PRON	AUX	ADV	
('in_in_ADP', 'un_uno_DET', 'ristorante_ristorante_NOUN')	13	in un ristorante	in	un	ristorante	in	uno	ristorante	ADP	DET	NOUN	
('bicchiere_bicchiere_NOUN', 'di_di_ADP', 'latte_latte_NOUN')	13	bicchiere di latte	bicchiere	di	latte	bicchiere	di	latte	NOUN	ADP	NOUN	
('mi_mi_PRON', 'piacciono_piacere_VERB', 'i_il_DET')	13	mi	mi	piacciono	i	mi	piacere	il	PRON	VERB	DET	
('non_non_ADV', 'lo_lo_PRON', 'è_essere_VERB')	13		non	lo	è	non	lo	essere	ADV	PRON	VERB	
('hanno_avere_AUX', 'ammesso_ammettere_VERB', 'che_che_SCONJ')	13	hanno ammesso che	hanno	ammesso	che	avere	ammettere	che	AUX	VERB	SCONJ	
('il_il_DET', 'nome_nome_NOUN', 'del_di_ADP')	13	il nome del	il	nome	del	il	nome	di	DET	NOUN	ADP	
('è_essere_AUX', 'sicura_sicuro_ADJ', 'che_che_SCONJ')	13	è sicura che	è	sicura	che	essere	sicuro	che	AUX	ADJ	SCONJ	
('lei_lei_PRON', 'non_non_ADV', 'piace_piacere_VERB')	13	lei non piace	lei	non	piace	lei	non	piacere	PRON	ADV	VERB	
('me_me_PRON', 'piace_piacere_VERB', 'davvero_davvero_ADV')	13	me piace davvero	me	piace	davvero	me	piacere	davvero	PRON	VERB	ADV	
('è_essere_AUX', 'la_il_DET', 'nostra_nostro_DET')	13	è la nostra	è	la	nostra	essere	il	nostro	AUX	DET	DET	
"('questo_questo_PRON', 'è_essere_AUX', ""l'_il_DET"")"	13	questo è l'	questo	è	l'	questo	essere	il	PRON	AUX	DET	
('dissi_dire_VERB', 'loro_loro_PRON', 'che_che_SCONJ')	13	dissi loro che	dissi	loro	che	dire	loro	che	VERB	PRON	SCONJ	
('che_che_PRON', 'ho_avere_AUX', 'detto_dire_VERB')	13	che ho detto	che	ho	detto	che	avere	dire	PRON	AUX	VERB	
('sono_essere_AUX', 'brava_bravo_ADJ', 'a_a_ADP')	13	sono bra	sono	brava	a	essere	bravo	a	AUX	ADJ	ADP	
('si_si_PRON', 'è_essere_AUX', 'rifiutato_rifiutare_VERB')	13	si è rifiutato	si	è	rifiutato	si	essere	rifiutare	PRON	AUX	VERB	
('andare_andare_VERB', 'a_a_ADP', 'nuotare_nuotare_VERB')	13	andare a nuotare	andare	a	nuotare	andare	a	nuotare	VERB	ADP	VERB	
('dove_dove_PRON', 'le_le_PRON', 'hai_avere_AUX')	13	dove le hai	dove	le	hai	dove	le	avere	PRON	PRON	AUX	
"(""l'_lo_PRON"", 'ha_avere_AUX', 'vista_vedere_VERB')"	13	l'ha vista	l'	ha	vista	lo	avere	vedere	PRON	AUX	VERB	
('in_in_ADP', 'questi_questo_DET', 'giorni_giorno_NOUN')	13	in questi giorni	in	questi	giorni	in	questo	giorno	ADP	DET	NOUN	
"('a_a_ADP', 'imparare_imparare_VERB', ""l'_il_DET"")"	13	ai a imparare l'	a	imparare	l'	a	imparare	il	ADP	VERB	DET	
('non_non_ADV', 'ti_ti_PRON', 'piace_piacere_VERB')	13	non ti piace	non	ti	piace	non	ti	piacere	ADV	PRON	VERB	
('ho_avere_AUX', 'sentito_sentire_VERB', 'che_che_SCONJ')	13	ho sentito che	ho	sentito	che	avere	sentire	che	AUX	VERB	SCONJ	
('è_essere_AUX', 'stato_essere_AUX', 'detto_dire_VERB')	13	è stato detto	è	stato	detto	essere	essere	dire	AUX	AUX	VERB	
('è_essere_AUX', 'brava_bravo_ADJ', 'a_a_ADP')	13		è	brava	a	essere	bravo	a	AUX	ADJ	ADP	
('penso_pensare_VERB', 'che_che_SCONJ', 'a_a_ADP')	13	penso che a	penso	che	a	pensare	che	a	VERB	SCONJ	ADP	
('è_essere_AUX', 'stato_essere_AUX', 'arrestato_arrestare_VERB')	13	è stato arrestato	è	stato	arrestato	essere	essere	arrestare	AUX	AUX	VERB	
('che_che_SCONJ', 'sarebbe_essere_AUX', 'stato_essere_AUX')	13	che sarebbe stato	che	sarebbe	stato	che	essere	essere	SCONJ	AUX	AUX	
('disse_dire_VERB', 'che_che_SCONJ', 'le_le_PRON')	13	disse che le	disse	che	le	dire	che	le	VERB	SCONJ	PRON	
('non_non_ADV', 'sarà_essere_AUX', 'in_in_ADP')	13	non sarà in	non	sarà	in	non	essere	in	ADV	AUX	ADP	
('di_di_ADP', 'cattivo_cattivo_ADJ', 'umore_umore_NOUN')	13	di cattivo umore	di	cattivo	umore	di	cattivo	umore	ADP	ADJ	NOUN	
('un_uno_DET', 'amico_amico_NOUN', 'di_di_ADP')	13	un amico di	un	amico	di	uno	amico	di	DET	NOUN	ADP	
"(""c'_ci_PRON"", 'è_essere_VERB', 'bisogno_bisogno_NOUN')"	13	c'è bisogno	c'	è	bisogno	ci	essere	bisogno	PRON	VERB	NOUN	
('preso_prendere_VERB', 'in_in_ADP', 'prestito_prestito_NOUN')	13	preso in prestito	preso	in	prestito	prendere	in	prestito	VERB	ADP	NOUN	
('dove_dove_ADV', 'le_le_PRON', 'ha_avere_AUX')	13	dove le ha	dove	le	ha	dove	le	avere	ADV	PRON	AUX	
('avete_avere_VERB', 'intenzione_intenzione_NOUN', 'di_di_ADP')	13	avete intenzione di	avete	intenzione	di	avere	intenzione	di	VERB	NOUN	ADP	
('parlare_parlare_VERB', 'con_con_ADP', 'voi_voi_PRON')	13	parlare con voi	parlare	con	voi	parlare	con	voi	VERB	ADP	PRON	
('mi_mi_PRON', 'diede_dare_VERB', 'un_uno_DET')	13	mi diede un	mi	diede	un	mi	dare	uno	PRON	VERB	DET	
('nella_in_ADP', 'sua_suo_DET', 'camera_camera_NOUN')	13	nella sua camera	nella	sua	camera	in	suo	camera	ADP	DET	NOUN	
('di_di_ADP', 'tanto_tanto_PRON', 'in_in_ADP')	13	di tanto in	di	tanto	in	di	tanto	in	ADP	PRON	ADP	
('non_non_ADV', 'ho_avere_AUX', 'visto_vedere_VERB')	13	non ho visto	non	ho	visto	non	avere	vedere	ADV	AUX	VERB	
('che_che_SCONJ', 'pensava_pensare_VERB', 'che_che_SCONJ')	13	che	che	pensava	che	che	pensare	che	SCONJ	VERB	SCONJ	
('il_il_DET', 'vostro_vostro_DET', 'cane_cane_NOUN')	13	il vostro cane	il	vostro	cane	il	vostro	cane	DET	DET	NOUN	
('lei_lei_PRON', 'è_essere_AUX', 'in_in_ADP')	13	lei è in	lei	è	in	lei	essere	in	PRON	AUX	ADP	
('mi_mi_PRON', 'dia_dare_VERB', 'una_uno_DET')	13	mi dia una	mi	dia	una	mi	dare	uno	PRON	VERB	DET	
('lui_lui_PRON', 'è_essere_AUX', 'in_in_ADP')	13	lui è in	lui	è	in	lui	essere	in	PRON	AUX	ADP	
('il_il_DET', 'suo_suo_DET', 'ombrello_ombrello_NOUN')	13	il suo ombrello	il	suo	ombrello	il	suo	ombrello	DET	DET	NOUN	
('più_più_ADV', 'grande_grande_ADJ', 'di_di_ADP')	13	più grande di	più	grande	di	più	grande	di	ADV	ADJ	ADP	
('voi_voi_PRON', 'siete_essere_AUX', 'mai_mai_ADV')	13	voi siete mai	voi	siete	mai	voi	essere	mai	PRON	AUX	ADV	
('che_che_SCONJ', 'la_il_DET', 'sua_suo_DET')	13	che la sua	che	la	sua	che	il	suo	SCONJ	DET	DET	
('non_non_ADV', 'so_sapere_VERB', 'come_come_SCONJ')	13	non so come	non	so	come	non	sapere	come	ADV	VERB	SCONJ	
('a_a_ADP', 'sua_suo_DET', 'madre_madre_NOUN')	13	assomiglia a sua madre	a	sua	madre	a	suo	madre	ADP	DET	NOUN	
('sono_essere_AUX', 'arrivata_arrivare_VERB', 'a_a_ADP')	13	sono a	sono	arrivata	a	essere	arrivare	a	AUX	VERB	ADP	
('sono_essere_AUX', 'felice_felice_ADJ', 'di_di_ADP')	13	sono felice di	sono	felice	di	essere	felice	di	AUX	ADJ	ADP	
('mia_mio_DET', 'casa_casa_NOUN', 'è_essere_AUX')	13	mia casa è	mia	casa	è	mio	casa	essere	DET	NOUN	AUX	
('ha_avere_AUX', 'rotto_rompere_VERB', 'la_il_DET')	13	ha rotto la	ha	rotto	la	avere	rompere	il	AUX	VERB	DET	
('ha_avere_AUX', 'letto_leggere_VERB', 'il_il_DET')	13	ha letto il	ha	letto	il	avere	leggere	il	AUX	VERB	DET	
('avete_avere_VERB', 'paura_paura_NOUN', 'di_di_ADP')	13	avete paura di	avete	paura	di	avere	paura	di	VERB	NOUN	ADP	
('cosa_cosa_PRON', 'sta_stare_AUX', 'succedendo_succedere_VERB')	13	cosa sta succedendo	cosa	sta	succedendo	cosa	stare	succedere	PRON	AUX	VERB	
