term_italian,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
il biglietto,biglietto,ticket,noun,the ticket,"travel,transport",,,m,s,,,False,False,False,definite,il,il,,,Controllo il biglietto.,I check the ticket.,8301689da3011fb179d00dd697b3b897b279282d60d53350a0a935ce9f62627a,228a3a01f0ab46d7224ab330eecc2a1ebc7e42998dcfe5214bd1f188d52432cf
biglietti,biglietto,ticket,noun,tickets,"travel,transport",,,m,p,,,False,False,False,,,,,plural form,Biglietti disponibili qui.,Tickets available here.,13e3726ce1cfb283f9c0bcb0cd8bf6e854731d9586da59d73fde200a184117f9,584c612cf12e2ab477b7e65d3267a2c423d06295246539fbf3e4d0e209b62bad
i biglietti,biglietto,ticket,noun,the tickets,"travel,transport",,,m,p,,,False,False,False,definite,i,i,,,I biglietti costano troppo.,The tickets cost too much.,3539451f344384903fd03ef70ad8e8073fa7f3a0e70df7aa71b0d95b54f92927,22365bc4cd1c4058e698fd8eafaa30b15257ee14eac04814fddb1e69e354723a
dei biglietti,biglietto,ticket,noun,some tickets,"travel,transport",,,m,p,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho comprato dei biglietti per domani.,I bought some tickets for tomorrow.,40a849456a74ce9f69abd8520e48eebcd1a538d1d3d313b58d0dc098f901162e,d8c49ba86a3ba1f6a65ec8842dc7f52d703cfd3799ac1856407bf1b58fc591b0
del biglietto,biglietto,ticket,noun,of the ticket,"travel,transport",,,m,s,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il prezzo del biglietto è aumentato.,The price of the ticket has gone up.,81741b92f8f21712fc516634644bdeff18f2178add4d9d2d0218d35e94e2cae4,adfd34d9f0326961a111c6766bc7066412cf2407a21690496df961dbcf33f51e
al biglietto,biglietto,ticket,noun,to the ticket,"travel,transport",,,m,s,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Ho fatto una foto al biglietto.,I took a photo of the ticket.,9372406e6456fb70347dbdb70340e3bc666e4a58a97e5d9a29df74b729809308,07c0512de4db5832dc5182fdc19a9c2f74ff534fec60d48a06f7bb87ebdc6257
ai biglietti,biglietto,ticket,noun,to the tickets,"travel,transport",,,m,p,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Do un'occhiata ai biglietti.,I take a look at the tickets.,0b67d684265fa6d246a53c81417e1493fb7fd37aed3ebb9611f9dcdfb6efde2a,3b909393d0712dc89cee0d867539921b9e25d501dcd910151d48eb60da55bac9
dal biglietto,biglietto,ticket,noun,from the ticket,"travel,transport",,,m,s,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Leggo le informazioni dal biglietto.,I read the information from the ticket.,a2e44bcb62d6887c3a2c09d3538c74eceda9ed90dd707bcc425994aa07c34097,1e921be5a7a0b90e03edf8d90f62de6274c4cc4ee709e18a092725cbc4ef189f
dai biglietti,biglietto,ticket,noun,from the tickets,"travel,transport",,,m,p,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Parto dai biglietti più economici.,I start with the cheapest tickets.,e668a54d4d2648a6110b3fbaae6f34b1cb44886a2ec736bed306888f81c548ec,381041d96880eb6e0a2fe61e9784ea0a1b569413985d8e991fb9d3132b65c3d7
nel biglietto,biglietto,ticket,noun,in the ticket,"travel,transport",,,m,s,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,C'è un errore nel biglietto.,There is an error in the ticket.,9dd859c37d04c69b4cf517697398e9c86ff0123e4696e6ece7928e2b2237be12,efd8132267fbcae8be9ebc7002cabc77a57ab5ae7e2b68ea987f4e54097363b9
nei biglietti,biglietto,ticket,noun,in the tickets,"travel,transport",,,m,p,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Mancano i nomi nei biglietti.,The names are missing in the tickets.,b7aa1e611a878f0b9d63e797042e575d3ec229119cd8e8502cda6389fb7a5498,8f4f9f7e66eae3818a89eb7de9882f6841b1e357379bc8fa7c14bbd146569c43
sul biglietto,biglietto,ticket,noun,on the ticket,"travel,transport",,,m,s,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Scrivo il nome sul biglietto.,I write the name on the ticket.,d28058d6d765c38b611a1c57e3d2a8bbce39dfa084678eed2bf65c3aeb59d4af,ec7dd025fdfd5abca3d7187a59e375dce26a16089debd49d128df14b5478613f
sui biglietti,biglietto,ticket,noun,on the tickets,"travel,transport",,,m,p,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ci sono sconti sui biglietti.,There are discounts on the tickets.,0d51cead5000f1154704ccc0233e43372cc957790eebfe43ea4236a0e02fbb99,7f2d189c65c62cb22b1e6edf580041f158eca2ecb73a16ef06ecb7fa35b6054e
col biglietto,biglietto,ticket,noun,with the ticket,"travel,transport",,,m,s,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Entro col biglietto digitale.,I enter with the digital ticket.,f0725531697f5bac94c41b93f7c706490a7492655d5bff9ccbdbead888092c73,3c91062908732c4d04cb66b54327b89962da675bc774243d5870350373c55f59
coi biglietti,biglietto,ticket,noun,with the tickets,"travel,transport",,,m,p,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Viaggio spesso coi biglietti scontati.,I often travel with discounted tickets.,f4ccb55f946c917f80c9b265c2b8fb1cfb6ad7697ab21b95ad81c823d9d4d10d,77310afa81397e04b5d3eaa90c92513de8e9e8cd1894027be1930a4bdba71b14
caffè,caffè,coffee,noun,coffee,"food,drink",,,m,s,,,False,False,False,,,,,invariable plural,Bevo caffè al mattino.,I drink coffee in the morning.,a48ff94fedc341cd5e7856eec687d8e1d1349599efedb636d19c015fc013fb87,4f9bd313bad04e79780f458cb1a6a43dae77824fc3489fec42f1e8e9761aa14f
un caffè,caffè,coffee,noun,a coffee,"food,drink",,,m,s,,,False,False,False,indefinite,un,un,,,Prendo un caffè grazie.,I will have a coffee please.,e7f9ac5dd381fdd29c8ecdcd9a9fe9896daf2f049c60c8ca0d63117bd6240c5f,5c3bf9bef156f03b3da75e5614114b317298ca9b73f259a6976b6b9ed1fb9ad5
il caffè,caffè,coffee,noun,the coffee,"food,drink",,,m,s,,,False,False,False,definite,il,il,,,Il caffè è caldo.,The coffee is hot.,479c3da9feb86fa792feb50d0d5ed58526f35b7815cd75dee1ffc8b361f5491c,3a50b02de1305f1abc5adaaf021617dda26e38f63df85d01bbb24939bfebd548
caffè,caffè,coffee,noun,coffees,"food,drink",,,m,p,,,False,False,False,,,,,plural form; invariable plural,Caffè artigianali costano di più.,Artisanal coffees cost more.,a48ff94fedc341cd5e7856eec687d8e1d1349599efedb636d19c015fc013fb87,8dd22fbe3470fdf7acbdd02a53c03ecb7d60d368d95c0aa6b8ee3eab12c67bde
i caffè,caffè,coffee,noun,the coffees,"food,drink",,,m,p,,,False,False,False,definite,i,i,,,I caffè forti tengono svegli.,Strong coffees keep you awake.,6a38f0c075bc72cf7a508f879e9896542cfe7286e3fd2a1c862ee27ce733808b,80c2a2d53431da88510c8eab287bafb9228ae2d6af8a542b301bbcd2505a8f19
dei caffè,caffè,coffee,noun,some coffees,"food,drink",,,m,p,,,False,False,False,indefinite,i,dei,di,partitive plural form; invariable plural,Ho ordinato dei caffè.,I ordered some coffees.,2075390650db8d7bbbdd5bea2b32eb35ed07e48f3be526f7aa969bfc113e4d61,10b13da8848f981a8d95e0a27361ba29dffb98ea7b4ff7feec10476c996862fe
del caffè,caffè,coffee,noun,of the coffee,"food,drink",,,m,s,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il profumo del caffè è intenso.,The aroma of the coffee is intense.,b4eaa115f8d7a935a951ada9d87141dc188d764d790655afd6d1bfdd42781640,fa88d4a66b62158ce6c78d1ae7462fadc8fdcc74782656286600062da8994913
al caffè,caffè,coffee,noun,to the coffee,"food,drink",,,m,s,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Aggiungo latte al caffè.,I add milk to the coffee.,af181d916c84f405a3a7ec50fefe5222c46fa04a1deb6c442f8b9e4623745a46,0ce896d04737ecf1374cbf38f9f3289df8a138130b6c9b083856ff064f299d29
ai caffè,caffè,coffee,noun,to the coffees,"food,drink",,,m,p,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Aggiungo spezie ai caffè.,I add spices to the coffees.,a3d4a9eed9dbd24f9d668e681c2564457fb36f308a66db1ce46fa6c5121d2103,f0b6adb3f27451562160344a19009aee99cd7b8b51bf85df8f4cd850e80b3ee9
dal caffè,caffè,coffee,noun,from the coffee,"food,drink",,,m,s,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Il profumo viene dal caffè.,The aroma comes from the coffee.,981e61f399c68f028c7fbb78f4e11b2983e701c6b428acb800397d238c3ddb59,0eee33802599eb3891dcb339208453c4e9ef211c60bbe1340dfff3ee70bd3afb
dai caffè,caffè,coffee,noun,from the coffees,"food,drink",,,m,p,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Arrivano aromi dai caffè tostati.,Aromas come from the roasted coffees.,d8d7ca26cedf3e6ebace77e0c09809f4f0ac4dc66dbaf4d4ecb8c6b5cb670a24,ab6b6ee22f95002d87600cfd1329045233d29691239b17b9903f727f578d0dbb
nel caffè,caffè,coffee,noun,in the coffee,"food,drink",,,m,s,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Metto zucchero nel caffè.,I put sugar in the coffee.,4d9a6385d58bd350a08f97e3fd0546f4593a1f6e4d9031a1775ea6fedd66cc94,0424619abe32ccaa35352e30c77a747a089df787f6cb2dccb523a607c9ff0928
nei caffè,caffè,coffee,noun,in the coffees,"food,drink",,,m,p,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Trovo note di cacao nei caffè brasiliani.,I find cocoa notes in Brazilian coffees.,d263fcedda4f743bdbf1294d3df08b033d39190ba80ee24c687fee4226a189d8,5dd946b1cbccfe0306fe2ac9cd02d9d0e8d35727312b79737e1e4596ac0c7868
sul caffè,caffè,coffee,noun,about the coffee,"food,drink",,,m,s,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ho letto un articolo sul caffè.,I read an article about the coffee.,0757c65982979a5a821834636e95422dbd1639b9cc4b486766af37287fcdd1c5,ebd18b46daa2d479ee74189757cce63c17f740579145c002ec6cfd246ef9f86b
sui caffè,caffè,coffee,noun,about the coffees,"food,drink",,,m,p,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ho un report sui caffè italiani.,I have a report about Italian coffees.,44d6fcf224268b358b01a67fc5df5cc3644c936d9133c5767e7a26868b06a143,d3b2a740ae1fa11ec603c6f02ff34fd272a01e62bda9c9bf3dcb136b596bda4c
col caffè,caffè,coffee,noun,with the coffee,"food,drink",,,m,s,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Mangio una brioche col caffè.,I eat a brioche with the coffee.,b45613231beaa8e31a87ff8ba69978998d6527ee74793bdc90d395ad26c11e7b,6f312a0d32c573259469560b5de477dfe7a3a4975d014b25a52e29d57399a962
coi caffè,caffè,coffee,noun,with the coffees,"food,drink",,,m,p,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Serviamo biscotti coi caffè.,We serve cookies with the coffees.,5ab3eb3c06fe0ad50820787496608821a182300ad36dd0ed8c341260f2b435bc,5ed3e399ef27602b1665c47320f08e0549f1d4fc0efa57b6fc1d818e73142ba8
camera,camera,room,noun,room,"home,accommodation",,,f,s,,,False,False,False,,,,,base lemma,Cerco camera economica.,I am looking for an inexpensive room.,8ab4e31ac59251e234a3f9f0f041baeab2701c653ce5987aaa39533b4bc584c2,d67639a9541e803ccff77eb9d50de1b200c101fdc06a3136770b07ae1b43ad5c
una camera,camera,room,noun,a room,"home,accommodation",,,f,s,,,False,False,False,indefinite,una,una,,,Abbiamo una camera libera.,We have a free room.,1bd314982f37af0fbdbb2fa00d7cd8c4abd2b15d2468b7c0ddafcdafc053cd22,79128eeadcb1cd430d369f888673bf2ef6c1e172ed0baf397bfcf927110b1d34
la camera,camera,room,noun,the room,"home,accommodation",,,f,s,,,False,False,False,definite,la,la,,,La camera è luminosa.,The room is bright.,28b53fb06afa5633cf84b62b71a00cf1cacad9aa4baec58776c7cdad0f87acd9,b1cabcd267043eb84b2ceff0c6c0c4a6b22f49240e09b08fb5db804861e27041
camere,camera,room,noun,rooms,"home,accommodation",,,f,p,,,False,False,False,,,,,plural form,Ho prenotato camere spaziose.,I booked spacious rooms.,3d98e9cd8f6e3b3c58d6600188cc34c8b39616080f74e2211a8fc5051115461a,9dc4e1d2c54b7e4921a8e38847ce80671a93aae9507c40dc13dea3f26aa19c02
le camere,camera,room,noun,the rooms,"home,accommodation",,,f,p,,,False,False,False,definite,le,le,,,Le camere sono pronte.,The rooms are ready.,edd80b1b1e892deda9c94d18490c19d593dd51d02ecb9e0f70a6efa4be15d4fb,dd441edb3bca6ef7380e71981e3a581965f2395d18a489cacb12ecde7cc42f94
delle camere,camera,room,noun,some rooms,"home,accommodation",,,f,p,,,False,False,False,indefinite,le,delle,di,partitive plural form,Cerco delle camere silenziose.,I am looking for some quiet rooms.,0e792430b1d6a419adf5b80f79f373317022c960256849cec66313a0caba41d3,f24f4328b2374f9f3d49e71d831eae87429c98b1e0108532973b5d5879bf0779
della camera,camera,room,noun,of the room,"home,accommodation",,,f,s,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,La chiave della camera è qui.,The key of the room is here.,1dd7f4fdf5096e93dbf625b0a4002e9f905b15a7ec3110c23a77af1b9163d5f2,61356b27c633cfddff6a8ac7e5c124d883c5ca9f55226808146417bf303cf552
alla camera,camera,room,noun,to the room,"home,accommodation",,,f,s,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Torno alla camera.,I am going back to the room.,295bae8ed63f8b24223a55948248e5573d726bc1e0605627def4ff2406defdc0,28ef044b00b98c646308c2fd6c219963e401b3b54e47549f23d6b6263c9bb8a6
alle camere,camera,room,noun,to the rooms,"home,accommodation",,,f,p,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Gli accessi alle camere sono chiusi.,The accesses to the rooms are closed.,274b4aaa713390e64c7960189ca05aa175dc43b03c010df3a633a8823269f4e9,fca63d1c7e21937c72ed3b05cc946a8b4c49bfa3de78f8673189daa2a91d0bc4
dalla camera,camera,room,noun,from the room,"home,accommodation",,,f,s,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Esco dalla camera.,I am leaving the room.,7be7f6174879b78318dccdb955bb118291756291915d020a72503cd923857d2b,b411f27b88750831cdf66a94acafe1f00aff6fdbc6d9693b7cf0ee8fa74a6056
dalle camere,camera,room,noun,from the rooms,"home,accommodation",,,f,p,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Arrivano rumori dalle camere vicine.,Noises are coming from the nearby rooms.,075bdd87031425ab51e3925ee6154ea7b51a562ccc75a9d2e2dbe6e288031c8b,79c7f2e7d8eee8b294653f79bd24e40f2be224913463e873b2780f3453913073
nella camera,camera,room,noun,in the room,"home,accommodation",,,f,s,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Metto le valigie nella camera.,I put the suitcases in the room.,4f36d031bd0ea13cfeee95bc777d11d170bfe96f5e9b9b5a64828b81712a5762,46f585a43847918e0f524edcf9eb776b26c4be304f650188087a9ab1adab3457
nelle camere,camera,room,noun,in the rooms,"home,accommodation",,,f,p,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,L'aria è fresca nelle camere.,The air is fresh in the rooms.,154a41dd65ad5870e5db5f1fed0e749072c2cbc8f04e5fa185ea1cd2b955a14c,772511948f1ca8559e21f6ea0134c538fb0680042d2cad47cd4a6be1d2a1dbbe
sulla camera,camera,room,noun,about the room,"home,accommodation",,,f,s,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Leggo una recensione sulla camera.,I am reading a review about the room.,899eefea36e9fcd5d3f369e6ef50be7a9b4bb164e14cafb2033a124c72e53889,793a720862d9fb0f4f219ae7d18847fa5f809487510b89b615977a846989ce0a
sulle camere,camera,room,noun,about the rooms,"home,accommodation",,,f,p,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Ci sono offerte sulle camere.,There are deals about the rooms.,94d84d694ec3f476e5990ff7c343ed3dab1f3aef82e36c0f529b66e56aab3e54,779de60a8b176c4652fcb9833c90f48bd5b62f09e49688a07dd23bbe72611c7d
con la camera,camera,room,noun,with the room,"home,accommodation",,,f,s,,,False,False,False,articulated_preposition,la,con la,con,no contraction of con + la,Ho un problema con la camera.,I have a problem with the room.,b082c6600b1b4672c58b4dc2fd9b33ddd1a1b8fc999ddbc316d735991dd05367,b54726879805e0bd07fd739b7d1e3b65ab1b2940aa24a51fffd1e80fc51bf09f
con le camere,camera,room,noun,with the rooms,"home,accommodation",,,f,p,,,False,False,False,articulated_preposition,le,con le,con,no contraction of con + le,Lavoriamo con le camere comunicanti.,We work with the connecting rooms.,c1c2d46072b8221706e9b748a3f8c026cb704043a5f7221dceda672784bd2b0f,039638240eecf8f2df70f391799a98d011046d44a9c2cc001a55bf02df90db43
cameriera,cameriera,waitress,noun,waitress,"work,dining",,,f,s,,,False,False,False,,,,,base lemma,Cerco cameriera esperta.,I am looking for an experienced waitress.,711377176a089cee5ccbcf85190a706bf08512a1a7f0077f9df0c152b500fcac,597bb0e05f94101c2702939466706f82071e9576df27125bf419de4dd5fc36c7
una cameriera,cameriera,waitress,noun,a waitress,"work,dining",,,f,s,,,False,False,False,indefinite,una,una,,,Assumiamo una cameriera.,We are hiring a waitress.,d7cdacc21a1b78afde8cb1ade56ae0d344d116c4ce9f08b77ec82db661a9ef65,d63b283844bf5007670e63f739b894785e55952bf41189cf93afcded731b0900
la cameriera,cameriera,waitress,noun,the waitress,"work,dining",,,f,s,,,False,False,False,definite,la,la,,,La cameriera arriva subito.,The waitress is coming right away.,5b2f209a9c5da0a33c0c7a5141bc342dea88071e5d749c6f98741c448b5b9588,b767fdb83ef0947a14107e98b5929102f24a9d47e2df7dee0b92b06536875fe2
cameriere,cameriera,waitress,noun,waitresses,"work,dining",,,f,p,,,False,False,False,,,,,"plural form; homograph of masculine singular ""cameriere""",Cameriere esperte lavorano qui.,Experienced waitresses work here.,418bcb35d48fcadf053d1a4dfc783c97c34d141a5243574baa9db8aeed6b37c0,7cd3fad52bb26284cbc4d31dd0d76eb4d90be5ae1223da52a234b6ccd0818778
le cameriere,cameriera,waitress,noun,the waitresses,"work,dining",,,f,p,,,False,False,False,definite,le,le,,,Le cameriere sono gentili.,The waitresses are kind.,88b3665bc1c45029a879aa7e8d44e70d771f09aa72a3999b5966fb1a6bd45c31,da4154f2326deb0b515623ec7afa520f959caff775b746d8278e435d7feb2257
delle cameriere,cameriera,waitress,noun,some waitresses,"work,dining",,,f,p,,,False,False,False,indefinite,le,delle,di,partitive plural form,Cerchiamo delle cameriere stagionali.,We are looking for some seasonal waitresses.,be9a339aa5b47fba6e7c4944e90c4f4ebf9229e7e30b03357ae3a013319c16ce,103e266b2429a11958732c9c5a6ff99679de970aea5f01ac9103a0633eef3889
della cameriera,cameriera,waitress,noun,of the waitress,"work,dining",,,f,s,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Conosco il nome della cameriera.,I know the waitress's name.,8ef2f78a3e9b336a78ff463d23144fe2cdd9eed08495303dfc7a8461be8e1a2c,94a1d22f7d1977354c436e03ca457658a0c6813a551be7159e73d16182eae690
delle cameriere,cameriera,waitress,noun,of the waitresses,"work,dining",,,f,p,,,False,False,False,articulated_preposition,le,delle,di,contraction of di + le; identical in form to partitive plural,Il turno delle cameriere finisce alle dieci.,The waitresses' shift ends at ten.,be9a339aa5b47fba6e7c4944e90c4f4ebf9229e7e30b03357ae3a013319c16ce,5176e33543b737c37353bc96b498cda59b05daf541e9b941a914d03d869d9b6c
alla cameriera,cameriera,waitress,noun,to the waitress,"work,dining",,,f,s,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Ho dato il conto alla cameriera.,I gave the bill to the waitress.,c939e46ffbafa0879ea8bee616d78b36cb17e99e15f7a121d7c3e2f38ad4d6a1,c5418b931a36cd5b2f4be9c813a31d2169100575d4e7bc078f99619d28ff09bd
alle cameriere,cameriera,waitress,noun,to the waitresses,"work,dining",,,f,p,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Ho parlato alle cameriere.,I spoke to the waitresses.,fa5c72987e327eb6f5427780cac4ffbfb6992aadc6edd3eb88ef242bbb64a5ef,0f490596347e57e998cb4a47dd1db90d9e7d73d74a886dff46540a95740cf4a9
dalla cameriera,cameriera,waitress,noun,from the waitress,"work,dining",,,f,s,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Abbiamo ricevuto i menù dalla cameriera.,We received the menus from the waitress.,abbbc1b6143f644c5370a0259a270a9f003c543d4dfe31167c41a7f7c0be6fd0,d8869fc2ceb061a33d1bab8173858f3947ffd7a15bd243e0bdc7a4f9c6298d0a
