term_italian,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
della notte,notte,night,noun,of the night,"time,calendar",,,f,s,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il silenzio della notte mi calma.,The silence of the night calms me.,,
alla notte,notte,night,noun,to the night,"time,calendar",,,f,s,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Brindiamo alla notte.,We toast to the night.,,
alle notti,notte,night,noun,to the nights,"time,calendar",,,f,p,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Brindo alle notti d'estate.,I toast to summer nights.,,
dalla notte,notte,night,noun,from the night,"time,calendar",,,f,s,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Esco dalla notte e vedo l'alba.,I come out from the night and see the dawn.,,
dalle notti,notte,night,noun,from the nights,"time,calendar",,,f,p,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Imparo dalle notti passate.,I learn from past nights.,,
nella notte,notte,night,noun,in the night,"time,calendar",,,f,s,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Cammino nella notte.,I walk in the night.,,
nelle notti,notte,night,noun,in the nights,"time,calendar",,,f,p,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Studio nelle notti tranquille.,I study in the quiet nights.,,
sulla notte,notte,night,noun,on the night,"time,calendar",,,f,s,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Cala il silenzio sulla notte.,Silence falls on the night.,,
sulle notti,notte,night,noun,on the nights,"time,calendar",,,f,p,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Scrivo poesie sulle notti.,I write poems on the nights.,,
con la notte,notte,night,noun,with the night,"time,calendar",,,f,s,,,False,False,False,articulated_preposition,la,con la,con,no contraction with con + la,Con la notte arriva il freddo.,With the night the cold arrives.,,
con le notti,notte,night,noun,with the nights,"time,calendar",,,f,p,,,False,False,False,articulated_preposition,le,con le,con,no contraction with con + le,Con le notti lunghe leggiamo di più.,With the long nights we read more.,,
occhio,occhio,eye,noun,eye,"body,senses",,,m,s,,,False,False,False,,,,,base lemma,Serve occhio attento.,A sharp eye is needed.,,
un occhio,occhio,eye,noun,an eye,"body,senses",,,m,s,,,False,False,False,indefinite,un,un,,,Ho un occhio gonfio.,I have a swollen eye.,,
l'occhio,occhio,eye,noun,the eye,"body,senses",,,m,s,,,False,False,False,definite,l',l',,before vowels,Mi lacrima l'occhio.,My eye waters.,,
occhi,occhio,eye,noun,eyes,"body,senses",,,m,p,,,False,False,False,,,,,plural form,Cerco occhi verdi.,I am looking for green eyes.,,
gli occhi,occhio,eye,noun,the eyes,"body,senses",,,m,p,,,False,False,False,definite,gli,gli,,used with vowel-initial nouns,Mi bruciano gli occhi.,My eyes burn.,,
degli occhi,occhio,eye,noun,some eyes,"body,senses",,,m,p,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Ho disegnato degli occhi.,I drew some eyes.,,
dell'occhio,occhio,eye,noun,of the eye,"body,senses",,,m,s,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Il colore dell'occhio è verde.,The color of the eye is green.,,
all'occhio,occhio,eye,noun,to the eye,"body,senses",,,m,s,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Dà fastidio all'occhio.,It bothers the eye.,,
dall'occhio,occhio,eye,noun,from the eye,"body,senses",,,m,s,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Mi cade una lacrima dall'occhio.,A tear falls from my eye.,,
nell'occhio,occhio,eye,noun,in the eye,"body,senses",,,m,s,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',Mi è entrata sabbia nell'occhio.,Sand got into my eye.,,
sull'occhio,occhio,eye,noun,on the eye,"body,senses",,,m,s,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Ha messo il ghiaccio sull'occhio.,He put ice on the eye.,,
con l'occhio,occhio,eye,noun,with the eye,"body,senses",,,m,s,,,False,False,False,articulated_preposition,l',con l',con,no contraction with con before vowels,Guardo con l'occhio sinistro.,I look with my left eye.,,
agli occhi,occhio,eye,noun,to the eyes,"body,senses",,,m,p,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,È evidente agli occhi di tutti.,It is evident to everyone's eyes.,,
dagli occhi,occhio,eye,noun,from the eyes,"body,senses",,,m,p,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Le lacrime cadono dagli occhi.,Tears fall from the eyes.,,
negli occhi,occhio,eye,noun,in the eyes,"body,senses",,,m,p,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Ci guardiamo negli occhi.,We look into each other's eyes.,,
sugli occhi,occhio,eye,noun,on the eyes,"body,senses",,,m,p,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,Tiene gli occhiali sugli occhi.,He keeps the glasses on his eyes.,,
con gli occhi,occhio,eye,noun,with the eyes,"body,senses",,,m,p,,,False,False,False,articulated_preposition,gli,con gli,con,no common contraction with con + gli in modern use,Legge con gli occhi stanchi.,He reads with tired eyes.,,
omicidio,omicidio,homicide,noun,homicide,"law,crime",,,m,s,,,False,False,False,,,,,base lemma,Parlano di omicidio irrisolto.,They are talking about an unsolved homicide.,,
un omicidio,omicidio,homicide,noun,a homicide,"law,crime",,,m,s,,,False,False,False,indefinite,un,un,,,Hanno segnalato un omicidio.,They reported a homicide.,,
l'omicidio,omicidio,homicide,noun,the homicide,"law,crime",,,m,s,,,False,False,False,definite,l',l',,before vowels,L'omicidio scuote la città.,The homicide shakes the city.,,
omicidi,omicidio,homicide,noun,homicides,"law,crime",,,m,p,,,False,False,False,,,,,plural form,Hanno registrato omicidi quest'anno.,They recorded homicides this year.,,
gli omicidi,omicidio,homicide,noun,the homicides,"law,crime",,,m,p,,,False,False,False,definite,gli,gli,,,Gli omicidi sono in calo.,The homicides are decreasing.,,
degli omicidi,omicidio,homicide,noun,some homicides,"law,crime",,,m,p,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Ci sono degli omicidi in città.,There are some homicides in the city.,,
dell'omicidio,omicidio,homicide,noun,of the homicide,"law,crime",,,m,s,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',L'orario dell'omicidio è incerto.,The time of the homicide is uncertain.,,
all'omicidio,omicidio,homicide,noun,to the homicide,"law,crime",,,m,s,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Erano presenti all'omicidio.,They were present at the homicide.,,
agli omicidi,omicidio,homicide,noun,to the homicides,"law,crime",,,m,p,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Reagiamo subito agli omicidi.,We respond immediately to the homicides.,,
dall'omicidio,omicidio,homicide,noun,from the homicide,"law,crime",,,m,s,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Si è allontanato dall'omicidio.,He moved away from the homicide.,,
dagli omicidi,omicidio,homicide,noun,from the homicides,"law,crime",,,m,p,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,I dati partono dagli omicidi del 2020.,The data start from the homicides of 2020.,,
nell'omicidio,omicidio,homicide,noun,in the homicide,"law,crime",,,m,s,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',Il movente è centrale nell'omicidio.,The motive is central in the homicide.,,
negli omicidi,omicidio,homicide,noun,in the homicides,"law,crime",,,m,p,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Negli omicidi seriali il profilo aiuta.,In serial homicides profiling helps.,,
sull'omicidio,omicidio,homicide,noun,about the homicide,"law,crime",,,m,s,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Leggo un libro sull'omicidio.,I read a book about the homicide.,,
sugli omicidi,omicidio,homicide,noun,about the homicides,"law,crime",,,m,p,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,Il rapporto sugli omicidi è uscito.,The report about the homicides is out.,,
con l'omicidio,omicidio,homicide,noun,with the homicide,"law,crime",,,m,s,,,False,False,False,articulated_preposition,l',con l',con,no contraction before vowels,La trama inizia con l'omicidio.,The plot begins with the homicide.,,
con gli omicidi,omicidio,homicide,noun,with the homicides,"law,crime",,,m,p,,,False,False,False,articulated_preposition,gli,con gli,con,no contraction with gli,I casi con gli omicidi aumentano.,Cases with homicides are increasing.,,
ora,ora,now/hour,noun,hour,time,,,f,s,,,False,False,False,,,,,plural 'ore',Ogni ora suona la campana.,Every hour the bell rings.,,
un'ora,ora,now/hour,noun,an hour,time,,,f,s,,,False,False,False,indefinite,un',un',,elision before vowel,Aspetto un'ora.,I am waiting for an hour.,,
l'ora,ora,now/hour,noun,the hour,time,,,f,s,,,False,False,False,definite,l',l',,before vowels,L'ora è tarda.,The hour is late.,,
ore,ora,now/hour,noun,hours,time,,,f,p,,,False,False,False,,,,,plural form,Vedo ore libere sul calendario.,I see free hours on the calendar.,,
le ore,ora,now/hour,noun,the hours,time,,,f,p,,,False,False,False,definite,le,le,,,Le ore volano quando ci divertiamo.,The hours fly when we are having fun.,,
delle ore,ora,now/hour,noun,some hours,time,,,f,p,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho aspettato delle ore.,I waited for hours.,,
dell'ora,ora,now/hour,noun,of the hour,time,,,f,s,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Il prezzo dell'ora è alto.,The price of the hour is high.,,
all'ora,ora,now/hour,noun,per hour,time,,,f,s,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Vado a sessanta chilometri all'ora.,I go at sixty kilometers per hour.,,
alle ore,ora,now/hour,noun,at the hours,time,,,f,p,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,La riunione è alle ore 18.,The meeting is at 6 p.m.,,
dall'ora,ora,now/hour,noun,from the hour,time,,,f,s,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',È passato molto tempo dall'ora fissata.,A long time has passed from the set time.,,
dalle ore,ora,now/hour,noun,from the hours,time,,,f,p,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Il negozio è chiuso dalle ore 13 alle 15.,The shop is closed from 1 p.m. to 3 p.m.,,
nell'ora,ora,now/hour,noun,in the hour,time,,,f,s,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',Riesco a finire tutto nell'ora di pranzo.,I manage to finish everything in the lunch hour.,,
nelle ore,ora,now/hour,noun,in the hours,time,,,f,p,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Studio meglio nelle ore serali.,I study better in the evening hours.,,
sull'ora,ora,now/hour,noun,around the hour,time,,,f,s,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Partiremo sull'ora di pranzo.,We will leave around lunchtime.,,
sulle ore,ora,now/hour,noun,around the hours,time,,,f,p,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Ci sentiamo sulle ore dieci.,We will talk around ten o'clock.,,
con l'ora,ora,now/hour,noun,with the hour,time,,,f,s,,,False,False,False,articulated_preposition,l',con l',con,simple preposition + article (no contraction),Il prezzo varia con l'ora.,The price varies with the hour.,,
con le ore,ora,now/hour,noun,with the hours,time,,,f,p,,,False,False,False,articulated_preposition,le,con le,con,simple preposition + article (no contraction),La luce cambia con le ore.,The light changes with the hours.,,
orario,orario,schedule,noun,schedule,"time,planning",,,m,s,,,False,False,False,,,,,also 'timetable'/'opening hours',Cerco orario aggiornato.,I am looking for an updated schedule.,,
un orario,orario,schedule,noun,a schedule,"time,planning",,,m,s,,,False,False,False,indefinite,un,un,,,Ho un orario flessibile.,I have a flexible schedule.,,
l'orario,orario,schedule,noun,the schedule,"time,planning",,,m,s,,,False,False,False,definite,l',l',,,L'orario è cambiato.,The schedule has changed.,,
orari,orario,schedule,noun,schedules,"time,planning",,,m,p,,,False,False,False,,,,,plural form,Orari nuovi sono online.,New schedules are online.,,
gli orari,orario,schedule,noun,the schedules,"time,planning",,,m,p,,,False,False,False,definite,gli,gli,,,Gli orari sono sul sito.,The schedules are on the website.,,
degli orari,orario,schedule,noun,some schedules,"time,planning",,,m,p,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Ho visto degli orari diversi.,I saw some different schedules.,,
dell'orario,orario,schedule,noun,of the schedule,"time,planning",,,m,s,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',L'aggiornamento dell'orario è online.,The update of the schedule is online.,,
all'orario,orario,schedule,noun,to the schedule,"time,planning",,,m,s,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Vai all'orario del bus.,Go to the bus schedule.,,
agli orari,orario,schedule,noun,to the schedules,"time,planning",,,m,p,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Presta attenzione agli orari.,Pay attention to the schedules.,,
dall'orario,orario,schedule,noun,from the schedule,"time,planning",,,m,s,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Non uscire dall'orario consentito.,Do not go outside the permitted schedule.,,
dagli orari,orario,schedule,noun,from the schedules,"time,planning",,,m,p,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Le regole dipendono dagli orari.,The rules depend on the schedules.,,
nell'orario,orario,schedule,noun,in the schedule,"time,planning",,,m,s,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',È scritto nell'orario.,It is written in the schedule.,,
negli orari,orario,schedule,noun,in the schedules,"time,planning",,,m,p,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,C'è un errore negli orari.,There is an error in the schedules.,,
